Tax_ID,VAT_Rate
5501200000,13%
5501300010,13%
5501300090,13%
5501400000,13%
5501900010,13%
5501900090,13%
5502101000,13%
5502109000,13%
5502900000,13%
5503111000,13%
5503112000,13%
5503119000,13%
5503190000,13%
5503200000,13%
5503300010,13%
5503300090,13%
5503400000,13%
5503901000,13%
5503909010,13%
5503909090,13%
5504101000,13%
5504102100,13%
5504102900,13%
5504109000,13%
5504900000,13%
5505100000,13%
5505200000,13%
5506101100,13%
5506101200,13%
5506101900,13%
5506109000,13%
5506200000,13%
5506300010,13%
5506300090,13%
5506400000,13%
5506901000,13%
5506909000,13%
5507000000,13%
5508100000,13%
5508200000,13%
5509110000,13%
5509120000,13%
5509210000,13%
5509220000,13%
5509310000,13%
5509320000,13%
5509410000,13%
5509420000,13%
5509510000,13%
5509520000,13%
5509530000,13%
5509590000,13%
5509610000,13%
5509620000,13%
5509690000,13%
5509910000,13%
5509920000,13%
5509990000,13%
5510110000,13%
5510120000,13%
5510200000,13%
5510300000,13%
5510900000,13%
5511100000,13%
5511200000,13%
5511300000,13%
5512110000,13%
5512190000,13%
5512210000,13%
5512290000,13%
5512910000,13%
5512990000,13%
5513111000,13%
5513112000,13%
5513121000,13%
5513122000,13%
5513131000,13%
5513132000,13%
5513190000,13%
5513210000,13%
5513231000,13%
5513239000,13%
7083333333,No data found
5513290000,13%
5513310000,13%
5513391000,13%
5513392000,13%
5513399000,13%
5513410000,13%
5513491000,13%
5513492000,13%
5513499000,13%
5514111000,13%
5514112000,13%
5514121000,13%
5514122000,13%
5514191100,13%
5514191200,13%
5514199000,13%
5514210000,13%
5514220000,13%
5514230000,13%
5514290000,13%
5514301000,13%
5514302000,13%
5514303000,13%
5514309000,13%
5514410000,13%
5514420000,13%
5514430000,13%
5514490000,13%
5515110000,13%
5515120000,13%
5515130000,13%
5515190000,13%
5515210000,13%
5515220000,13%
5515290000,13%
5515910000,13%
5515990000,13%
5516110000,13%
5516120000,13%
5516130000,13%
5516140000,13%
5516210000,13%
5516220000,13%
5516230000,13%
5516240000,13%
5516310000,13%
5516320000,13%
5516330000,13%
5516340000,13%
5516410000,13%
5516420000,13%
5516430000,13%
5516440000,13%
5516910000,13%
5516920000,13%
5516930000,13%
5516940000,13%
5601210000,13%
5601221000,13%
5601229000,13%
5601290000,13%
5601300010,13%
5601300090,13%
5602100000,13%
5602210000,13%
5602290000,13%
5602900000,13%
5603111000,13%
5603119000,13%
5603121000,13%
5603129000,13%
5603131000,13%
5603139000,13%
5603141000,13%
5603149000,13%
5603911010,13%
5603911090,13%
2916666667,No data found
5603919000,13%
5603921010,13%
5603921090,13%
5603929000,13%
5603931010,13%
5603931090,13%
5603939000,13%
5603941000,13%
5603949000,13%
5604100000,13%
5604900000,13%
5605000000,13%
00540454,No data found
5606000000,13%
5607210000,13%
5607290000,13%
5607410000,13%
5607490000,13%
5607500000,13%
5607901000,13%
5607909000,13%
5608110000,13%
5608190000,13%
5608900000,13%
5609000000,13%
5701100000,13%
5701901000,13%
5701902000,13%
5701909000,13%
5702100000,13%
5702200000,13%
5702310000,13%
5702320000,13%
5702390000,13%
5702410000,13%
5702420000,13%
5702490000,13%
5702501000,13%
5702502000,13%
5702509000,13%
5702910000,13%
5702920000,13%
5702990000,13%
5703100000,13%
5703210000,13%
5703290000,13%
5703310000,13%
5703390000,13%
5703900000,13%
5704100000,13%
5704200000,13%
5704900000,13%
00010000,No data found
5705001000,13%
5705002000,13%
5705009000,13%
5801100000,13%
5801210000,13%
5801220000,13%
5801230000,13%
5801260000,13%
5801271000,13%
5801272000,13%
5801310000,13%
5801320000,13%
5801330000,13%
5801360000,13%
5801371000,13%
5801372000,13%
5801901000,13%
5801909000,13%
5802101000,13%
5802109000,13%
5802201000,13%
5802202000,13%
5802203000,13%
5802209000,13%
5802301000,13%
5802302000,13%
5802303000,13%
5802304000,13%
5806101000,13%
5806109000,13%
5806200000,13%
5806310000,13%
5806320000,13%
5806391000,13%
5806392000,13%
5806399000,13%
5806401000,13%
5806409010,13%
5802309000,13%
5803001000,13%
5803002000,13%
5803003000,13%
5803009000,13%
5804101000,13%
5804102000,13%
5804103000,13%
5804109000,13%
5804210000,13%
5804291000,13%
5804292000,13%
5804299000,13%
5804300000,13%
5805001000,13%
5805009000,13%
00000500,No data found
5806409090,13%
5807100000,13%
5807900000,13%
5808100000,13%
5808900000,13%
5809001000,13%
5809002000,13%
5809009000,13%
5810100000,13%
5810910000,13%
5810920000,13%
5810990000,13%
5811001000,13%
5811002000,13%
5811003000,13%
5811004000,13%
5811009000,13%
5901101010,13%
5901101090,13%
5901102010,13%
5901102090,13%
5901109010,13%
5901109090,13%
5901901000,13%
5901909110,13%
5901909190,13%
5901909210,13%
5901909290,13%
5901909910,13%
5901909990,13%
5902101000,13%
5902102000,13%
5902109000,13%
5902200000,13%
5902900000,13%
5903101000,13%
5903102000,13%
5903109000,13%
5903201000,13%
5903202000,13%
5903209000,13%
5903901000,13%
5903902000,13%
5903909000,13%
5904100000,13%
5904900000,13%
5905000000,13%
5906101000,13%
5906109000,13%
5906910000,13%
5906991000,13%
5906999000,13%
5907001000,13%
5907002000,13%
5907009000,13%
5908000000,13%
5909000000,13%
5910000000,13%
5911101000,13%
5911109000,13%
5911200010,13%
5911200090,13%
5911310000,13%
5911320000,13%
5911400000,13%
5911900010,13%
5911900020,13%
5911900090,13%
6001100000,13%
6001210000,13%
6001220000,13%
6001290000,13%
6001910000,13%
6001920000,13%
6001990000,13%
6002401000,13%
6002402000,13%
6002403000,13%
6002404000,13%
6002409000,13%
6002901000,13%
6002902000,13%
6002903000,13%
6002904000,13%
6002909000,13%
6003100000,13%
6003200000,13%
6003300000,13%
6003400000,13%
6003900000,13%
6004101000,13%
6004102000,13%
6004103000,13%
6004104000,13%
6004109000,13%
6004901000,13%
6004902000,13%
6004903000,13%
6004904000,13%
6004909000,13%
6005210000,13%
6005220000,13%
6005230000,13%
6005240000,13%
6005350000,13%
6005360000,13%
6005370000,13%
6005380000,13%
6005390000,13%
6005410000,13%
6005420000,13%
6005430000,13%
6005440000,13%
6005901000,13%
6005909000,13%
6006100000,13%
6006210000,13%
6006220000,13%
6006230000,13%
6006240000,13%
6006310000,13%
6006320000,13%
6006330000,13%
6006340000,13%
6006410000,13%
6006420000,13%
6006430000,13%
6006440000,13%
6006900000,13%
6101200000,13%
6101300000,13%
6101901000,13%
6101909000,13%
6103101000,13%
6103102000,13%
6103109000,13%
6103220000,13%
6103230000,13%
6103291000,13%
6103299000,13%
6103310000,13%
6103320000,13%
6103330000,13%
6102100000,13%
6102200000,13%
6102300000,13%
6102900000,13%
6104130000,13%
6104191000,13%
6104192000,13%
6104199000,13%
6104220000,13%
6104230000,13%
6104291000,13%
6104299000,13%
6104310000,13%
6104320000,13%
6103390000,13%
6103410000,13%
6103420010,13%
6103420090,13%
6103430010,13%
6103430090,13%
6103490010,13%
6103490090,13%
6104330000,13%
6104390000,13%
6104410000,13%
6104420000,13%
6104430000,13%
6104440000,13%
6104490000,13%
6104510000,13%
6104520000,13%
6104530000,13%
6104590000,13%
6104610000,13%
6104620010,13%
6104620090,13%
6104630010,13%
6104630090,13%
6104690000,13%
6105100010,13%
6105100090,13%
6105200010,13%
6105200090,13%
6105900000,13%
6106100010,13%
6106100090,13%
6106200020,13%
6106200090,13%
6106900000,13%
6107110000,13%
6107120000,13%
6107191000,13%
6107199000,13%
6107210000,13%
6107220000,13%
6107291000,13%
6107299000,13%
6107910000,13%
6107991000,13%
6107999000,13%
6108110000,13%
6108191000,13%
6108192000,13%
6108199000,13%
6108210000,13%
6108220010,13%
6108220090,13%
6108291000,13%
6108299000,13%
6108310000,13%
6108320000,13%
6108391000,13%
6108399000,13%
6108910000,13%
6108920000,13%
6108990000,13%
6109100000,13%
6109901000,13%
6109909000,13%
6110110000,13%
6110120000,13%
6110191000,13%
6110192000,13%
6110199000,13%
6110200010,13%
6110200090,13%
6110300010,13%
6110300090,13%
6110901000,13%
6110909000,13%
6111200000,13%
6111300000,13%
6111901000,13%
6111909000,13%
6112110000,13%
6112120000,13%
6112190000,13%
6112201000,13%
6112209000,13%
6112310000,13%
6112390000,13%
6112410000,13%
6112490000,13%
6113000000,13%
6114200011,13%
6114200020,13%
6114200040,13%
6114200090,13%
6114300020,13%
6114300090,13%
6114901000,13%
6114909000,13%
6115100000,13%
6115210000,13%
6115220000,13%
6115291000,13%
6115299000,13%
6115300000,13%
6115940000,13%
6115950011,13%
6115950019,13%
6115960000,13%
00670000,No data found
6115990000,13%
6116100000,13%
6116910000,13%
6116920000,13%
6116930000,13%
6116990000,13%
6117101100,13%
6117101900,13%
6117102000,13%
6117109000,13%
6117801000,13%
6117809000,13%
6117900000,13%
6201200000,13%
6201301000,13%
6201309000,13%
6201401000,13%
6201409000,13%
6201900000,13%
6202200000,13%
6202301000,13%
6202309000,13%
6202401000,13%
6202409000,13%
6202900000,13%
6203110000,13%
6203120000,13%
6203191000,13%
6203199000,13%
6203220000,13%
6203230000,13%
6203291000,13%
6203292000,13%
6203299000,13%
6203310000,13%
6203320000,13%
6203330000,13%
6203391000,13%
6203399000,13%
6203410020,13%
6203410090,13%
6203421000,13%
6203429010,13%
6203429090,13%
6203431000,13%
6203439010,13%
6203439090,13%
6203491000,13%
6203499010,13%
6203499090,13%
6204110000,13%
6204120010,13%
6204120090,13%
6204130000,13%
6204191000,13%
6204199000,13%
6204210000,13%
6204220000,13%
6204230000,13%
6204291000,13%
6204299000,13%
6204310000,13%
6204320000,13%
6204330000,13%
6204391000,13%
6204399000,13%
6204410000,13%
6204420000,13%
6204430000,13%
6204440000,13%
6204491000,13%
6204499000,13%
6204510000,13%
6204520000,13%
6204530000,13%
6204591000,13%
6204599000,13%
6204610000,13%
6204620000,13%
6204630000,13%
6204690000,13%
6205200010,13%
6205200091,13%
6205200099,13%
6205300011,13%
6205300019,13%
6205300091,13%
6205300092,13%
6205300099,13%
6205901000,13%
6205902000,13%
6205909000,13%
6206100000,13%
6206200000,13%
6206300000,13%
6206400000,13%
6206900030,13%
6206900090,13%
6207110000,13%
6207191000,13%
6207192000,13%
6207199000,13%
6207210000,13%
6207220000,13%
6207291000,13%
6207299000,13%
6207910000,13%
6207991000,13%
6207992000,13%
6207999010,13%
6207999090,13%
6208110000,13%
6208191000,13%
6208192000,13%
6208199010,13%
6208199090,13%
6208210000,13%
6208220000,13%
6208291000,13%
6208299010,13%
6208299090,13%
6208910000,13%
6208920000,13%
6208991000,13%
6208999010,13%
6208999090,13%
6209200000,13%
6209300000,13%
6209901000,13%
6209909000,13%
6210101000,13%
6210102000,13%
6210103010,13%
6210103090,13%
6210109000,13%
6210200000,13%
6210300000,13%
6210400000,13%
6210500000,13%
6211110000,13%
6211120000,13%
6211201000,13%
6211209000,13%
6211321000,13%
6211322000,13%
6211329000,13%
6211331000,13%
6211332000,13%
6211339000,13%
6211391000,13%
6211392000,13%
6211399000,13%
6211421000,13%
6211429000,13%
6211431000,13%
6211439000,13%
6211491000,13%
6211499000,13%
6212101000,13%
6212109000,13%
6212201000,13%
6212209000,13%
6212301000,13%
6212309000,13%
6212901000,13%
6212909000,13%
6213201000,13%
6213209000,13%
6213902000,13%
6213909000,13%
6214100000,13%
6214201000,13%
6214202000,13%
6214209000,13%
6214300000,13%
6214400000,13%
6214900010,13%
6214900090,13%
6215100000,13%
6215200000,13%
6215900000,13%
6216000000,13%
6217101000,13%
6217102000,13%
6217109000,13%
6217900000,13%
6301100000,13%
6301200000,13%
6301300000,13%
6301400000,13%
6301900000,13%
6302101000,13%
6302109000,13%
6302211000,13%
6302219000,13%
6302221000,13%
6302229000,13%
6302291000,13%
6302292000,13%
6302299000,13%
6302311000,13%
6302319100,13%
6302319200,13%
6302319900,13%
6302321000,13%
6302329000,13%
6302391000,13%
6302392100,13%
6302392900,13%
6302399110,13%
6302399190,13%
6302399910,13%
6302399990,13%
6302401000,13%
6302409000,13%
6302511000,13%
6302519000,13%
6302531000,13%
6302539010,13%
6302539090,13%
6302591100,13%
6302591900,13%
6302599010,13%
6302599090,13%
6302601010,13%
6302601090,13%
6302609000,13%
6302910000,13%
6302930010,13%
6302930090,13%
6302991000,13%
6302999010,13%
6302999090,13%
6303121000,13%
6303122000,13%
6303193100,13%
6303193200,13%
6303199100,13%
6303199200,13%
6303910000,13%
6303920000,13%
6303990000,13%
6304112100,13%
6304112900,13%
6304113100,13%
6304113900,13%
6304191000,13%
6304192100,13%
6304192900,13%
6304193100,13%
6304193900,13%
6304199110,13%
9404100000,13%
9404210010,13%
9404210090,13%
9404290000,13%
9404301010,13%
9404301090,13%
9404309000,13%
9404401010,13%
9404401090,13%
9404402010,13%
6304199190,13%
6304199910,13%
6304199990,13%
6304201000,13%
6304209000,13%
6304912100,13%
6304912900,13%
6304913100,13%
6304913900,13%
6304921000,13%
6304929000,13%
6304931000,13%
6304939000,13%
6304991000,13%
6304992110,13%
6304992190,13%
6304992910,13%
6304992990,13%
6304999000,13%
6305100000,13%
6305200000,13%
6305320000,13%
6305330000,13%
6305390000,13%
6305900000,13%
6306120000,13%
6306191000,13%
6306192000,13%
6306199000,13%
6306220000,13%
6306291000,13%
6306299000,13%
6306301000,13%
6306309000,13%
6306401000,13%
6306402000,13%
6306409000,13%
6306901000,13%
6306902000,13%
6306903000,13%
6306909000,13%
6307100000,13%
6307200000,13%
6307901010,13%
6307901090,13%
6307909000,13%
6308000000,13%
6309000000,13%
6310100010,13%
6310100090,13%
6310900010,13%
6310900090,13%
6401101000,13%
6401109000,13%
6401921000,13%
6401929000,13%
6401990000,13%
6402120010,13%
6402120090,13%
6402190010,13%
6402190090,13%
6402200000,13%
6402910000,13%
6402991000,13%
6402992100,13%
6402992900,13%
6403120010,13%
6403120090,13%
6403190010,13%
6403190090,13%
6403200010,13%
6403200090,13%
6403400010,13%
6403400090,13%
6403511110,13%
6403511190,13%
6403511910,13%
6403511990,13%
6403519110,13%
6403519190,13%
6403519910,13%
6403519990,13%
6403590010,13%
6403590090,13%
6403911110,13%
6403911190,13%
6403911910,13%
6403911990,13%
6403919110,13%
6403919190,13%
6403919910,13%
6403919990,13%
6403990010,13%
6403990090,13%
6404110000,13%
6404191000,13%
6404199000,13%
6404201000,13%
6404209000,13%
6405101000,13%
6405109010,13%
6405109090,13%
6405200010,13%
6405200090,13%
6405901000,13%
6405909000,13%
6406100010,13%
6406100090,13%
6406201000,13%
6406202000,13%
6406901000,13%
6406909100,13%
6406909200,13%
6406909900,13%
6501000000,13%
6502000000,13%
6504000000,13%
6505001000,13%
6505002000,13%
6505009100,13%
6505009900,13%
6506100010,13%
6506100090,13%
6506910000,13%
6506991010,13%
6506991090,13%
6506992010,13%
6506992090,13%
6506999000,13%
6507000010,13%
6507000090,13%
00660100,No data found
6601100000,13%
6601910000,13%
6601990000,13%
6602000011,13%
6602000019,13%
6602000090,13%
6603200000,13%
6603900010,13%
6603900090,13%
6701000010,13%
6701000090,13%
6702100000,13%
6702901010,13%
6702901090,13%
6702902000,13%
6702903000,13%
6702909000,13%
6703000000,13%
6704110000,13%
6704190000,13%
6704200000,13%
6704900000,13%
6801000000,13%
6802101000,13%
6802109000,13%
6802211000,13%
6802212000,13%
6802219000,13%
6802230000,13%
6802291000,13%
6802299000,13%
6802911000,13%
6802919000,13%
6802921000,13%
6802929000,13%
6802931100,13%
6802931900,13%
6802939000,13%
6802991000,13%
6802999000,13%
6803001000,13%
6803009000,13%
6804100000,13%
6804211000,13%
6804219010,13%
6804219090,13%
6804221000,13%
6804229010,13%
6804229090,13%
6804231000,13%
6804239000,13%
6804301000,13%
6804309000,13%
6805100000,13%
6805200000,13%
6805300000,13%
6806101000,13%
6806109001,13%
6806109090,13%
6806200000,13%
6806900000,13%
6807100000,13%
6807900000,13%
6808000000,13%
6809110000,13%
6809190000,13%
6809900000,13%
00681000,No data found
6810110000,13%
6810191000,13%
6810199000,13%
6810911000,13%
6810919000,13%
6810991000,13%
6810999000,13%
6811401000,13%
6811402000,13%
6811403000,13%
6811409000,13%
6811810000,13%
6811820000,13%
6811891000,13%
6811899000,13%
6812800000,13%
6812910000,13%
6812991000,13%
6812992000,13%
6812999000,13%
6813201000,13%
6813209000,13%
6813810000,13%
6813890000,13%
6814100000,13%
6814900000,13%
6815110010,13%
6815110090,13%
6815120000,13%
6815131010,13%
6815131090,13%
6815139010,13%
6815139090,13%
6815190010,13%
6815190020,13%
6815190090,13%
6815200000,13%
6815910000,13%
6815994000,13%
6815999010,13%
6815999090,13%
6901000000,13%
6902100000,13%
6902200000,13%
6902900000,13%
6903100010,13%
6903100090,13%
6903200010,13%
6903200090,13%
6903900010,13%
6903900090,13%
6904100000,13%
6904900000,13%
6905100000,13%
6905900000,13%
6906000000,13%
6907211000,13%
6907219000,13%
6907221000,13%
6907229000,13%
6907231000,13%
6907239000,13%
6907301000,13%
6907309000,13%
6907401000,13%
6907409000,13%
00070000,No data found
6909110010,13%
6909110090,13%
6909120010,13%
6909120090,13%
6909190010,13%
6909190090,13%
6909900000,13%
6910100000,13%
6910900000,13%
6911101100,13%
6911101900,13%
6911102100,13%
6911102900,13%
6911900000,13%
6912001000,13%
6912009000,13%
6913100000,13%
6913900000,13%
6914100000,13%
6914900000,13%
00700100,No data found
7001001010,13%
7001001090,13%
7001009010,13%
7001009090,13%
7002100000,13%
7002201010,13%
7002201090,13%
7002209000,13%
7002311000,13%
7002319000,13%
7002320000,13%
7002390000,13%
7018100000,13%
7018200001,13%
7018200090,13%
7018900000,13%
7003120000,13%
7003190001,13%
7003190002,13%
7003190090,13%
7003200000,13%
7003300000,13%
7004200000,13%
7004900001,13%
7004900002,13%
7004900003,13%
7004900090,13%
7005100000,13%
7005210000,13%
7005290002,13%
7005290003,13%
7005290090,13%
7005300000,13%
7006000001,13%
7006000090,13%
00700300,No data found
00700470,No data found
7007111001,13%
7007111090,13%
7007119000,13%
7007190000,13%
7007211000,13%
7007219000,13%
7007290000,13%
7008001000,13%
7008009000,13%
7009100000,13%
7009910000,13%
7009920000,13%
7010100000,13%
7010200000,13%
7010901000,13%
7010902000,13%
7010903000,13%
7010909000,13%
7011100000,13%
7011201000,13%
7011209000,13%
7011901000,13%
7011909000,13%
7013100000,13%
7013220000,13%
7013280000,13%
7013330000,13%
7013370000,13%
7013410000,13%
7013420000,13%
7013490000,13%
7013910000,13%
7013990000,13%
7014001000,13%
7014009000,13%
7015101000,13%
7015109000,13%
7015901000,13%
7015902000,13%
7015909000,13%
7016100000,13%
7016901000,13%
7016909000,13%
7017100000,13%
7017200000,13%
7017900000,13%
7019110010,13%
7019110090,13%
7019120020,13%
7019120090,13%
7019130010,13%
7019130090,13%
7019140010,13%
7019140090,13%
7019150010,13%
7019150090,13%
7019190012,13%
7019190090,13%
7019610010,13%
7019610090,13%
7019620010,13%
7019620090,13%
7019631010,13%
7019631090,13%
7019632010,13%
7019632090,13%
00220000,No data found
7019639010,13%
7019639090,13%
7019641010,13%
7019641090,13%
7019649010,13%
7019649090,13%
7019651010,13%
7019651090,13%
7019659010,13%
7019659090,13%
7019661010,13%
7019661090,13%
7019669010,13%
7019669090,13%
7019691010,13%
7019691090,13%
7019692010,13%
7019692090,13%
7019693010,13%
7019693090,13%
7019699010,13%
7019699090,13%
7019710010,13%
7019710090,13%
7019721010,13%
7019721090,13%
7019729010,13%
7019729090,13%
7019731010,13%
7019731090,13%
7019739010,13%
7019739090,13%
7019801000,13%
7019802000,13%
7019809000,13%
7019902110,13%
7019902190,13%
7019902910,13%
7019902990,13%
7019909110,13%
7019909190,13%
7019909210,13%
7019909290,13%
7019909910,13%
7019909920,13%
7019909990,13%
7020001100,13%
7020001200,13%
7020001301,13%
7020001390,13%
7020001901,13%
7020001990,13%
7020009100,13%
7020009901,13%
7020009990,13%
00710100,No data found
7101101100,13%
7101101900,13%
7101109100,13%
7101109900,13%
7101211001,13%
7101211090,13%
7101219001,13%
7101219090,13%
7101221001,13%
7101221090,13%
7101229001,13%
7101229090,13%
7102100000,13%
7102210000,13%
7102290000,13%
7102310000,13%
7102390000,13%
7103100000,13%
7103910000,13%
7103991000,13%
7103992000,13%
7103993000,13%
7103994000,13%
7103999000,13%
7104100000,13%
7104210000,13%
7104290000,13%
7104911010,13%
7104911090,13%
7104919000,13%
7104991100,13%
7104991900,13%
7104999000,13%
7105101000,13%
7105102000,13%
7105900000,13%
7106101100,13%
7106101900,13%
7106102100,13%
7106102900,13%
7106911000,13%
7106919001,13%
7106919090,13%
7106921000,13%
7106929001,13%
7106929090,13%
7107000000,13%
7108110000,0
7108120000,0
7108130000,0
7108200000,0
7109000000,13%
7110110000,0
7110191000,0
7110199000,0
7110210000,13%
7110291000,13%
7110299000,13%
7110310000,13%
7110391000,13%
7110399000,13%
7110410000,13%
7110491000,13%
7110499000,13%
7111000000,13%
7112301000,13%
7112309000,13%
7112911000,13%
7112912000,13%
7112921000,13%
7112922001,13%
7112922090,13%
7112991000,13%
7112992000,13%
7112999000,13%
8549110000,13%
8549120000,13%
8549130000,13%
8549140000,13%
8549190000,13%
8549210000,13%
8549290000,13%
8549310000,13%
8549390000,13%
8549910000,13%
7113111000,13%
7113119010,13%
7113119090,13%
7113191100,13%
7113191910,13%
7113191990,13%
7113192100,13%
7113192910,13%
7113192990,13%
7113201000,13%
7113209010,13%
7113209090,13%
7114110010,13%
7114110090,13%
7114190010,13%
7114190020,13%
7114190090,13%
7114200010,13%
7114200090,13%
7115100000,13%
7115901010,13%
7115901020,13%
7115901090,13%
7115909000,13%
7116100000,13%
7116200000,13%
7117110000,13%
7117190000,13%
7117900000,13%
7118100000,13%
7118900010,13%
7118900090,13%
00720100,No data found
7201100000,13%
7201200000,13%
7201500010,13%
7201500090,13%
7202110000,13%
7202190000,13%
7202210000,13%
7202290000,13%
7202300000,13%
7202410000,13%
7202490000,13%
7202500000,13%
7202600000,13%
7202700000,13%
7202801000,13%
7202802000,13%
7202910000,13%
7202921000,13%
7202929000,13%
7202930010,13%
7202930090,13%
7202991100,13%
7202991200,13%
7202991900,13%
7202999100,13%
7202999900,13%
7203100000,13%
7203900000,13%
7204100010,13%
7204100090,13%
7204210010,13%
7204210090,13%
7204290010,13%
7204290090,13%
7204300000,13%
7204410010,13%
7204410090,13%
7204490030,13%
7204490040,13%
7204490090,13%
7204500000,13%
7205100000,13%
7205210000,13%
7205291000,13%
7205299000,13%
7206100000,13%
7206900000,13%
7207110000,13%
7207120010,13%
7207120090,13%
7207190010,13%
7207190090,13%
7207200010,13%
7207200090,13%
7208100000,13%
7208250000,13%
7208261000,13%
7208269000,13%
7208271000,13%
7208279000,13%
7208360000,13%
7208370000,13%
7208381000,13%
7208389000,13%
7208391000,13%
7208399000,13%
7208400000,13%
7208511000,13%
7208512100,13%
7208512900,13%
7208519100,13%
7208519900,13%
7208520000,13%
7208531000,13%
7208539000,13%
7208541000,13%
7208549000,13%
7208900000,13%
7209151000,13%
7209159000,13%
7209161000,13%
7209169100,13%
7209169900,13%
7209171000,13%
7209179100,13%
7209179900,13%
7209181000,13%
7209189000,13%
7209250000,13%
7209260000,13%
7209270000,13%
7209280000,13%
7209900000,13%
7210110000,13%
7210120000,13%
7210200000,13%
7210300000,13%
7210410000,13%
7210491000,13%
7210499000,13%
7210500000,13%
7210610000,13%
7210690000,13%
7210701000,13%
7210709000,13%
7210900000,13%
7211130000,13%
7211140000,13%
7211190000,13%
7211230000,13%
7211290000,13%
7211900000,13%
7212100000,13%
7212200000,13%
7212300000,13%
7212400000,13%
7212500000,13%
7212600000,13%
7213100000,13%
7213200000,13%
7213910000,13%
7213990000,13%
7214100000,13%
7214200000,13%
7214300000,13%
7214910000,13%
7214990000,13%
7215100000,13%
7215500000,13%
7215900000,13%
7216101000,13%
7216102000,13%
7216109000,13%
7216210000,13%
7216220000,13%
7216310000,13%
7216321000,13%
7216329000,13%
7216331100,13%
7216331900,13%
3333333333,No data found
7216339000,13%
7216401000,13%
7216402000,13%
7216501000,13%
7216502000,13%
7216509000,13%
7216610000,13%
7216690000,13%
7216910000,13%
7216990000,13%
7217100000,13%
7217200000,13%
7217301000,13%
7217309000,13%
7217900000,13%
7218100000,13%
7218910000,13%
7218990010,13%
7218990090,13%
7219110000,13%
7219121000,13%
7219129000,13%
7219131200,13%
7219131900,13%
7219132200,13%
7219132900,13%
7219141200,13%
7219141900,13%
7219142200,13%
18000000,No data found
7219142900,13%
7219210000,13%
7219220000,13%
7219230000,13%
00047500,No data found
7219241000,13%
7219242000,13%
7219243000,13%
7219310000,13%
7219321000,13%
7219329000,13%
7219331000,13%
7219339000,13%
7219340000,13%
7219350000,13%
7219900000,13%
7220110000,13%
7220120000,13%
7220202000,13%
7220203000,13%
7220204000,13%
7220900000,13%
7221000000,13%
7222110000,13%
7222190000,13%
7222200000,13%
7222300001,13%
7222300090,13%
7222400000,13%
7223000000,13%
7224100000,13%
7224901000,13%
7224909010,13%
7224909090,13%
7225110010,13%
7225110090,13%
7225190000,13%
7225301000,13%
7225309000,13%
7225401000,13%
7225409100,13%
7225409900,13%
7225500000,13%
7225910000,13%
7225920000,13%
7225991000,13%
7225999000,13%
7226110010,13%
7226110090,13%
7226190000,13%
7226200000,13%
7226911000,13%
7226919100,13%
7226919900,13%
7226920000,13%
7226991000,13%
7226992000,13%
7226999001,13%
7226999090,13%
7227100000,13%
7227200000,13%
7227901000,13%
7227909100,13%
7227909900,13%
7228100000,13%
7228200000,13%
7228301000,13%
7228309100,13%
7228309900,13%
7228400000,13%
7228500000,13%
7228600000,13%
7228701000,13%
7228709000,13%
7228800000,13%
7229200000,13%
7229901000,13%
7229909000,13%
7301100000,13%
7301200000,13%
7302100000,13%
7302300000,13%
7302400000,13%
7302901000,13%
7302909000,13%
7303001000,13%
7303009000,13%
7304111000,13%
7304112000,13%
7304113000,13%
7304119000,13%
7304191000,13%
7304192000,13%
7304193000,13%
7304199000,13%
7304221000,13%
7304229000,13%
7304231000,13%
7304239000,13%
7304240000,13%
7304291000,13%
7304292000,13%
7304293000,13%
7304311000,13%
7304312000,13%
7304319000,13%
7304391000,13%
7304392000,13%
7304399000,13%
7304411000,13%
7304419000,13%
7304491000,13%
7304499000,13%
7304511001,13%
7304511090,13%
7304512000,13%
7304519001,13%
7304519090,13%
7304591001,13%
7304591090,13%
7304592000,13%
7304599001,13%
7304599090,13%
7304900000,13%
4064,No data found
7305110000,13%
7305120000,13%
7305190000,13%
7305200000,13%
7305310000,13%
7305390000,13%
7305900000,13%
7306110000,13%
7306190000,13%
7306210000,13%
7306290000,13%
7306301100,13%
7306301900,13%
7306309000,13%
7306400000,13%
7306500000,13%
7306610000,13%
7306690000,13%
7306900010,13%
7306900090,13%
7307110000,13%
7307190000,13%
7307210000,13%
7307220000,13%
7307230000,13%
7307290000,13%
7307910000,13%
7307920000,13%
7307930000,13%
7307990000,13%
7308100000,13%
7308200000,13%
7308300000,13%
7308400000,13%
7308900000,13%
7309000000,13%
7310100010,13%
7310100090,13%
7310211000,13%
7310219000,13%
7310291000,13%
7310299000,13%
7311001000,13%
7311009000,13%
7312100000,13%
7312900000,13%
7313000000,13%
7314120000,13%
7314140000,13%
7314190000,13%
7314200000,13%
7314310000,13%
7314390000,13%
7314410000,13%
7314420000,13%
7314490000,13%
7314500000,13%
7315111000,13%
7315112000,13%
7315119000,13%
7315120000,13%
7315190000,13%
7315200000,13%
7315810000,13%
7315820000,13%
7315890000,13%
7315900000,13%
7316000000,13%
7317000000,13%
7318110000,13%
7318120001,13%
7318120090,13%
7318130000,13%
7318140001,13%
7318140090,13%
7318151001,13%
7318151090,13%
7318159001,13%
7318159090,13%
7318160000,13%
7318190000,13%
7318210001,13%
7318210090,13%
7318220001,13%
7318220090,13%
7318230000,13%
7318240000,13%
7318290000,13%
7319401000,13%
