StatisticalCode,Unit,Goods,Rate#,ReferenceNumber,Tariffconcessionorders
,,Fork  lift trucks:,,,
,,"Non  rider type, having at a 600 mm load centre, a lifting capacity of:",,,
20,No,Less than 1 500 kg,,,
21,No,1 500 kg and over,,,
,,"Rider type, having at a 600 mm load centre, a lifting capacity of:",,,
22,No,Less than 1 500 kg,,,
23,No,1 500 kg and over but less than 2 000 kg,,,
24,No,2 000 kg and over but less than 3 000 kg,,,
25,No,3 000 kg and over,,,
26,No,Other,,,
,,Other self  propelled trucks,5%,8427.20.00,
,,"Fork  lift trucks, having at a 600 mm load centre, a lifting capacity of:",,,
1,No,Less than 1 500 kg,,,
2,No,1 500 kg and over but less than 2 000 kg,,,
3,No,2 000 kg and over but less than 3 000 kg,,,
4,No,3 000 kg and over but less than 4 000 kg,,,
5,No,4 000 kg and over but less than 5 000 kg,,,
6,No,5 000 kg and over but less than 6 000 kg,,,
7,No,6 000 kg and over,,,
8,No,Other,,,
32,No,Other trucks,5%,8427.90.00,
,,"OTHER LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY (FOR EXAMPLE, LIFTS, ESCALATORS, CONVEYORS, TELEFERICS):",,,
11,No,Lifts and skip hoists,5%,8428.10.00,
12,No,Pneumatic elevators and conveyors,5%,8428.20.00,
,,"Other continuous  action elevators and conveyors, for goods or materials:",,8428.3,
13,No,Specially designed for underground use,5%,8428.31.00,
14,No,"Other, bucket type",5%,8428.32.00,
15,No,"Other, belt type",5%,8428.33.00,
40,No,Other,5%,8428.39.00,
17,No,Escalators and moving walkways,Free,8428.40.00,
19,No,"Teleferics, chair  lifts, ski  draglines; traction mechanisms for funiculars",5%,8438.60.00,
20,No,Industrial robots,5%,8438.70.00,
90,No,Other machinery,5%,8428.90.00,
,,"SELF  PROPELLED BULLDOZERS, ANGLEDOZERS, GRADERS, LEVELLERS, SCRAPERS, MECHANICAL SHOVELS, EXCAVATORS, SHOVEL LOADERS, TAMPING MACHINES AND ROAD ROLLERS:",,8429,
,,Bulldozers and angledozers:,,8429.1,
38,No,Track laying,Free,8429.11.00,
39,No,Other,Free,8429.19.00,
40,No,Graders and levellers,5%,8429.20.00,
28,No,Scrapers,Free,8429.30.00,
29,No,Tamping machines and road rollers,5%,8429.40.00,
,,"Mechanical shovels, excavators and shovel loaders:",,8429.5,
,,Front  end shovel loaders:,,8429.51,
41,No,"Goods, as follows: (a) track laying; (b) underground loaders having a payload capacity exceeding 16 t",Free,8429.51.10,
36,No,Other,5%,8429.51.90,
,,Machinery with a 360o revolving superstructure:,,8429.52,
38,No,"Goods, as follows: (a) electric walking draglines; (b) excavators of the track laying or wheeled type having an operating weight exceeding 12 t; (c) mechanical shovels having a shovel capacity exceeding 5 m3",Free,8429.52.10,
39,No,Other,5%,8429.52.90,
,,Other:,,8429.59,
36,..,Mechanical shovels having a shovel capacity exceeding 5 m3,Free,8429.59.10,
,,Other,5%,8429.59.90,
4,..,Four  wheel drive wheel loaders,,,
40,..,Other,,,
,,"OTHER MOVING, GRADING, LEVELLING, SCRAPING, EXCAVATING, TAMPING, COMPACTING, EXTRACTING OR BORING MACHINERY, FOR EARTH, MINERALS OR ORES; PILE  DRIVERS AND PILE  EXTRACTORS; SNOW  PLOUGHS AND SNOW  BLOWERS:",,,
6,No,Pile  drivers and pile  extractors,Free,8430.10.00,
7,No,Snow  ploughs and snow  blowers,Free,8430.20.00,
,,Coal or rock cutters and tunnelling machinery:,,,
8,No,Self  propelled,Free,8430.31.00,
9,No,Other,Free,8430.39.00,
,,Other boring or sinking machinery:,,,
,,Self  propelled,5% CA:Free,8430.41.00,
,,Rock boring machines:,,,
41,No,Rotary and percussive rock drills,,,
42,No,Other,,,
14,No,Other,,,
,,Other,5% CA:Free,8430.49.00,
,,Rock boring machines:,,,
43,No,Rotary and percussive rock drills,,,
19,No,Other,,,
44,No,Other,,,
45,No,"Other machinery, self  propelled",5% DCS:Free,8430.50.00,
,,"Other machinery, not self  propelled:",,8430.61,
23,No,Tamping or compacting machinery,Free,8430.61.00,
,,Other:,,8430.69,
30,No,Scrapers,Free,8430.69.10,
32,No,Other,Free,8430.69.90,
,,PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINERY OF 8425 TO 8430:,,,
,,Of machinery of 8425,5%,8431.10.00,
27,..,"Of pulley tackle and hoists, other than skiphoists or hoists of a kind used for raising vehicles",,,
46,..,Other,,,
,,Of machinery of 8427,5%,8431.20.00,
,,Of fork  lift or elevating platform trucks:,,,
29,..,Fork arms,,,
30,..,Other,,,
31,..,Other,,,
,,Of machinery of 8428:,,,
1,..,"Of lifts, skip hoists or escalators",5%,8431.31.00,
10,..,Other,5%,8431.39.00,
,,"Of machinery of 8426, 8429 or 8430:",,,
3,..,"Buckets, shovels, grabs and grips",5%,8431.41.00,
4,..,Bulldozer or angledozer blades,5%,8431.42.00,
31,..,Parts for boring or sinking machinery of 84304100 or 84304900,5% DCS:4% CA:Free DCT:5%,8431.43.00,
,,Other:,,8431.49,
32,..,Of machinery of 84303,Free,8431.49.10,
33,..,Other,5%,8431.49.90,
,,"AGRICULTURAL, HORTICULTURAL OR FORESTRY MACHINERY FOR SOIL PREPARATION OR CULTIVATION; LAWN OR SPORTS  GROUND ROLLERS:",,,
8,No,Ploughs,Free,8432.10.00,
,,"Harrows, scarifiers, cultivators, weeders and hoes:",,,
9,No,Disc harrows,Free,8432.21.00,
47,No,Other,Free,8432.29.00,
,,"Seeders, planters and transplanters:",,,
2,No,"No  till direct seeders, planters and transplanters",Free,8432.31.00,
10,No,Other,Free,8432.39.00,
,,Manure spreaders and fertiliser distributors:,,,
11,No,Manure spreaders,Free,8432.41.00,
17,No,Fertiliser distributors,Free,8432.42.00,
14,No,Other machinery,Free,8432.80.00,
,,Parts,Free,8432.90.00,
15,No,Discs,,,
,,Other:,,,
35,..,"For agricultural, horticultural and forestry machinery",,,
59,..,Other,,,
,,"HARVESTING OR THRESHING MACHINERY, INCLUDING STRAW OR FODDER BALERS; GRASS OR HAY MOWERS; MACHINES FOR CLEANING, SORTING OR GRADING EGGS, FRUIT OR OTHER AGRICULTURAL PRODUCE, OTHER THAN MACHINERY OF 8437:",,,
,,"Mowers for lawns, parks or sports  grounds:",,,
,,"Powered, with the cutting device rotating in a horizontal plane",5%,8433.11.00,
55,No,Ride  on or tractor mowers,,,
56,No,Walk behind type mower,,,
48,No,Other,,,
,,Other,Free,8433.19.00,
62,No,Ride  on or tractor mowers,,,
63,No,Walk behind type mower,,,
66,No,Other,,,
26,No,"Other mowers, including cutter bars for tractor mounting",5% DCS:4% DCT:5%,8433.20.00,
49,No,Other haymaking machinery,Free,8433.30.00,
,,"Straw or fodder balers, including pick  up balers:",,8433.4,
36,No,Round bale hay balers,Free,8433.40.10,
37,No,Other,Free,8433.40.90,
,,Other harvesting machinery; threshing machinery:,,,
29,No,Combine harvester  threshers,Free,8433.51.00,
30,No,Other threshing machinery,Free,8433.52.00,
1,No,Root or tuber harvesting machines,Free,8433.53.00,
,,Other:,,8433.59,
39,No,"Goods, as follows: (a) cotton picking machines; (b) green maize harvesters; (c) tree shakers",Free,8433.59.10,
43,No,Other,5% DCS:4% DCT:5%,8433.59.90,
6,No,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce",5% DCS:4% DCT:5%,8433.60.00,
,,Parts:,,8433.9,
7,..,Of machines of 84335100,Free,8433.90.10,
44,..,Other,5% DCS:4% DCT:5%,8433.90.90,
,,MILKING MACHINES AND DAIRY MACHINERY:,,,
12,No,Milking machines,5% DCS:4% DCT:5%,8434.10.00,
13,No,Dairy machinery,5% DCS:4% DCT:5%,8434.20.00,
14,..,Parts,5% DCS:4% DCT:5%,8434.90.00,
,,"PRESSES, CRUSHERS AND SIMILAR MACHINERY USED IN THE MANUFACTURE OF WINE, CIDER, FRUIT JUICES OR SIMILAR BEVERAGES:",,,
15,..,Machinery,Free,8435.10.00,
16,..,Parts,Free,8435.90.00,
,,"OTHER AGRICULTURAL, HORTICULTURAL, FORESTRY, POULTRY  KEEPING OR BEE  KEEPING MACHINERY, INCLUDING GERMINATION PLANT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT; POULTRY INCUBATORS AND BROODERS:",,,
17,..,Machinery for preparing animal feeding stuffs,5% DCS:4% CA:Free DCT:5%,8436.10.00,
,,Poultry  keeping machinery; poultry incubators and brooders:,,,
18,No,Poultry incubators and brooders,5% DCS:4% CA:Free DCT:5%,8436.21.00,
19,..,Other,5% DCS:4% CA:Free DCT:5%,8436.29.00,
,,Other machinery:,,8436.8,
41,..,"Goods, as follows: (a) tree fellers; (b) tree harvesters",Free,8436.80.10,
42,..,Other,5% DCS:4% CA:Free DCT:5%,8436.80.90,
,,Parts:,,,
21,..,Of poultry  keeping machinery or poultry incubators and brooders,5% DCS:4% CA:Free DCT:5%,8436.91.00,
22,..,Other,5% DCS:4% CA:Free DCT:5%,8436.99.00,
,,"MACHINES FOR CLEANING, SORTING OR GRADING SEED, GRAIN OR DRIED LEGUMINOUS VEGETABLES; MACHINERY USED IN THE MILLING INDUSTRY OR FOR THE WORKING OF CEREALS OR DRIED LEGUMINOUS VEGETABLES, OTHER THAN FARM  TYPE MACHINERY:",,,
23,No,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",5% DCS:4% DCT:5%,8437.10.00,
24,No,Other machinery,Free,8437.80.00,
45,..,Parts,Free,8437.90.00,
,,"MACHINERY, NOT SPECIFIED OR INCLUDED ELSEWHERE IN THIS CHAPTER, FOR THE INDUSTRIAL PREPARATION OR MANUFACTURE OF FOOD OR DRINK, OTHER THAN MACHINERY FOR THE EXTRACTION OR PREPARATION OF ANIMAL OR FIXED VEGETABLE OR MICROBIAL FATS OR OILS:",,,
,,"Bakery machinery and machinery for the manufacture of macaroni, spaghetti or similar products:",,8438.1,
27,..,"For the manufacture of macaroni, spaghetti or similar products",Free,8438.10.10,
28,..,Other,5% DCS:4% DCT:5%,8438.10.90,
29,..,"Machinery for the manufacture of confectionery, cocoa or chocolate",5% DCS:4% DCT:5%,8438.20.00,
30,..,Machinery for sugar manufacture,5% DCS:4% DCT:5%,8438.30.00,
31,..,Brewery machinery,5% DCS:4% DCT:5%,8438.40.00,
32,..,Machinery for the preparation of meat or poultry,5%,8438.50.00,
33,..,"Machinery for the preparation of fruits, nuts or vegetables",5%,8438.60.00,
35,..,Other machinery,5%,8438.80.00,
,,Parts:,,8438.9,
38,..,"Of machinery of 843810, 84382000, 84383000 or 84384000",5% DCS:4% DCT:5%,8438.90.10,
37,..,Other,5%,8438.90.90,
,,MACHINERY FOR MAKING PULP OF FIBROUS CELLULOSIC MATERIAL OR FOR MAKING OR FINISHING PAPER OR PAPERBOARD:,,,
1,..,Machinery for making pulp of fibrous cellulosic material,Free,8439.10.00,
2,..,Machinery for making paper or paperboard,Free,8439.20.00,
3,..,Machinery for finishing paper or paperboard,Free,8439.30.00,
,,Parts:,,,
4,..,Of machinery for making pulp of fibrous cellulosic material,Free,8439.91.00,
5,..,Other,5% DCS:4% CA:Free DCT:5%,8439.99.00,
,,"BOOK  BINDING MACHINERY, INCLUDING BOOK  SEWING MACHINES:",,,
6,No,Machinery,Free,8440.10.00,
7,..,Parts,Free,8440.90.00,
,,"OTHER MACHINERY FOR MAKING UP PAPER PULP, PAPER OR PAPERBOARD, INCLUDING CUTTING MACHINES OF ALL KINDS:",,,
,,Cutting machines:,,8441.1,
8,No,"Machines, as follows: (a) sheeters (machines for cutting out sheets); (b) slitters; (c) slitter  rewinders",Free,8441.10.10,
39,No,Other,Free,,
12,No,"Machines for making bags, sacks or envelopes",Free,,
36,No,"Machines for making cartons, boxes, cases, tubes, drums or similar containers, other than by moulding",Free,,
15,No,"Machines for moulding articles in paper pulp, paper or paperboard",Free,,
,,Other machinery:,,8441.8,
16,No,Rewinders,5% DCS:4% DCT:5%,8441.80.10,
90,No,Other,Free,,
,,Parts:,,8441.9,
18,..,Of machines of 84411010 and 84418010,5% DCS:4% DCT:5%,8441.90.10,
,,Other,Free,,
19,..,Of machines of 84411090,,,
20,..,Of automatic box and carton making machinery of 84413000,,,
21,..,Other,,,
,,"MACHINERY, APPARATUS AND EQUIPMENT (OTHER THAN THE MACHINES OF 8456 TO 8465) FOR PREPARING OR MAKING PLATES, CYLINDERS OR OTHER PRINTING COMPONENTS; PLATES, CYLINDERS AND OTHER PRINTING COMPONENTS; PLATES, CYLINDERS AND LITHOGRAPHIC STONES, PREPARED FOR PRINTING PURPOSES (FOR EXAMPLE, PLANED, GRAINED OR POLISHED):",,,
25,No,"Machinery, apparatus and equipment",Free,,
40,..,"Parts of the foregoing machinery, apparatus or equipment",Free,,
27,kg,"Plates, cylinders and other printing components; plates, cylinders and lithographic stones, prepared for printing purposes (for example, planed, grained or polished)",Free,,
,,"PRINTING MACHINERY USED FOR PRINTING BY MEANS OF PLATES, CYLINDERS AND OTHER PRINTING COMPONENTS OF 8442; OTHER PRINTERS, COPYING MACHINES AND FACSIMILE MACHINES, WHETHER OR NOT COMBINED; PARTS AND ACCESSORIES THEREOF:",,,
,,"Printing machinery used for printing by means of plates, cylinders and other printing components of 8442:",,,
28,No,"Offset printing machinery, reel  fed",Free,,
29,No,"Offset printing machinery, sheet  fed, office type (using sheets with one side not exceeding 22 cm and the other side not exceeding 36 cm in the unfolded state)",Free,,
50,No,Other offset printing machinery,Free,,
51,No,"Letterpress printing machinery, reel  fed, excluding flexographic printing",Free,,
52,No,"Letterpress printing machinery, other than reel  fed, excluding flexographic printing",Free,,
53,No,Flexographic printing machinery,Free,,
54,No,Gravure printing machinery,Free,,
,,Other:,,8443.19,
55,No,Hot stamping machines,5% DCS:4% CA:Free DCT:5%,8443.19.10,
56,No,Other,Free,,
,,"Other printers, copying machines and facsimile machines, whether or not combined:",,,
,,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data processing machine or to a network",Free,,
10,No,Facsimile transmission as the principal function,,,
,,Other:,,,
1,No,Weighing not more than 4 kg,,,
2,No,Weighing more than 4 kg and not more than 6 kg,,,
3,No,Weighing more than 6 kg and not more than 10 kg,,,
21,No,Weighing more than 10 kg but not more than 20 kg,,,
18,No,Weighing more than 20 kg but not more than 35 kg,,,
19,No,Weighing more than 35 kg but not more than 50 kg,,,
23,No,Weighing more than 50 kg but not more than 100 kg,,,
24,No,Weighing more than 100 kg but not more than 150 kg,,,
25,No,Weighing more than 150 kg but not more than 200 kg,,,
26,No,Weighing more than 200 kg but not more than 300 kg,,,
27,No,Weighing more than 300 kg but not more than 500 kg,,,
28,No,Weighing more than 500 kg,,,
,,"Other, capable of connecting to an automatic data processing machine or to a network",Free,,
30,No,Facsimile machines,,,
,,Printers:,,,
27,No,Weighing not more than 1 kg,,,
28,No,Weighing more than 1 kg but not more than 5 kg,,,
11,No,Weighing more than 5 kg but not more than 8 kg,,,
12,No,Weighing more than 8 kg but not more than 10 kg,,,
32,No,Weighing more than 10 kg but not more than 20 kg,,,
33,No,Weighing more than 20 kg but not more than 50 kg,,,
34,No,Weighing more than 50 kg but not more than 100 kg,,,
35,No,Weighing more than 100 kg but not more than 150 kg,,,
36,No,Weighing more than 150 kg but not more than 200 kg,,,
37,No,Weighing more than 200 kg but not more than 300 kg,,,
38,No,Weighing more than 300 kg but not more than 500 kg,,,
39,No,Weighing more than 500 kg,,,
80,No,"Other, including plotters",,,
,,Other,Free,,
42,No,Electrostatic photocopying apparatus operating by reproducing the original image directly onto the copy (direct process),,,
43,No,Electrostatic photocopying apparatus operating by reproducing the original image via an intermediate onto the copy (indirect process),,,
44,No,Other photocopying apparatus,,,
,,Other:,,,
92,No,Thermo  copying apparatus,,,
93,No,Ink  jet,,,
94,No,Other,,,
,,Parts and accessories:,,,
,,"Parts and accessories of printing machinery used for printing by means of plates, cylinders and other printing components of 8442:",,8443.91,
60,..,Of machines of 84431910,From 1 January 2017:3.75%CA: FreeFrom 1 July 2017:2.5%CA: FreeFrom 1 July 2018:1.25%CA: FreeFrom 1 July 2019:Free,,
,,Other,Free,,
66,..,Accessories,,,
69,..,Parts,,,
,,Other,Free,,
71,..,Paper feeders,,,
72,..,Sorters,,,
75,..,Other,,,
6,No,"MACHINES FOR EXTRUDING, DRAWING, TEXTURING OR CUTTING MAN  MADE TEXTILE MATERIALS",Free,8444.00.00,
,,"MACHINES FOR PREPARING TEXTILE FIBRES; SPINNING, DOUBLING OR TWISTING MACHINES AND OTHER MACHINERY FOR PRODUCING TEXTILE YARNS; TEXTILE REELING OR WINDING (INCLUDING WEFT  WINDING) MACHINES AND MACHINES FOR PREPARING TEXTILE YARNS FOR USE ON THE MACHINES OF 8446 OR 8447:",,,
,,Machines for preparing textile fibres:,,,
7,No,Carding machines,Free,,
8,No,Combing machines,Free,,
9,No,Drawing or roving machines,Free,,
5,No,Other,Free,,
12,No,Textile spinning machines,Free,,
13,No,Textile doubling or twisting machines,Free,,
14,No,Textile winding (including weft  winding) or reeling machines,Free,,
15,No,Other,Free,,
,,WEAVING MACHINES (LOOMS):,,,
16,No,For weaving fabrics of a width not exceeding 30 cm,Free,,
,,"For weaving fabrics of a width exceeding 30 cm, shuttle type:",,,
17,No,Power looms,Free,,
18,No,Other,Free,,
19,No,"For weaving fabrics of a width exceeding 30 cm, shuttleless type",Free,,
,,"KNITTING MACHINES, STITCH  BONDING MACHINES AND MACHINES FOR MAKING GIMPED YARN, TULLE, LACE, EMBROIDERY, TRIMMINGS, BRAID OR NET AND MACHINES FOR TUFTING:",,,
,,Circular knitting machines:,,,
20,No,With cylinder diameter not exceeding 165 mm,Free,,
21,No,With cylinder diameter exceeding 165 mm,Free,,
22,No,Flat knitting machines; stitch  bonding machines,Free,,
23,No,Other,Free,8447.90.00,
,,"AUXILIARY MACHINERY FOR USE WITH MACHINES OF 84440000, 8445, 8446 OR 8447 (FOR EXAMPLE, DOBBIES, JACQUARDS, AUTOMATIC STOP MOTIONS, SHUTTLE CHANGING MECHANISMS); PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF THIS HEADING OR OF 84440000, 8445, 8446 OR 8447 (FOR EXAMPLE, SPINDLES AND SPINDLE FLYERS, CARD CLOTHING, COMBS, EXTRUDING NIPPLES, SHUTTLES, HEALDS AND HEALD  FRAMES, HOSIERY NEEDLES):",,,
,,"Auxiliary machinery for machines of 84440000, 8445, 8446 or 8447:",,,
24,..,"Dobbies and Jacquards; card reducing, copying, punching or assembling machines for use therewith",Free,,
25,..,Other,Free,,
26,..,Parts and accessories of machines of 84440000 or of their auxiliary machinery,Free,,
,,Parts and accessories of machines of 8445 or of their auxiliary machinery:,,,
27,..,Card clothing,Free,,
28,..,"Of machines for preparing textile fibres, other than card clothing",Free,,
29,No,"Spindles, spindle flyers, spinning rings and ring travellers",Free,,
30,..,Other,Free,,
,,Parts and accessories of weaving machines (looms) or of their auxiliary machinery:,,,
32,No,"Reeds for looms, healds and heald  frames",Free,,
31,No,Other,Free,,
,,Parts and accessories of machines of 8447 or of their auxiliary machinery:,,,
34,..,"Sinkers, needles and other articles used in forming stitches",Free,,
35,..,Other,Free,,
36,..,"MACHINERY FOR THE MANUFACTURE OR FINISHING OF FELT OR NONWOVENS IN THE PIECE OR IN SHAPES, INCLUDING MACHINERY FOR MAKING FELT HATS; BLOCKS FOR MAKING HATS",Free,8449.00.00,
,,"HOUSEHOLD OR LAUNDRY  TYPE WASHING MACHINES, INCLUDING MACHINES WHICH BOTH WASH AND DRY:",,,
,,"Machines, each of a dry linen capacity not exceeding 10 kg:",,,
,,Fully  automatic machines,Free,8450.11.00,
42,No,Top loading,,,
4,No,Front loading,,,
9,No,"Other machines, with built  in centrifugal drier",Free,8450.12.00,
7,No,Other,Free,8450.19.00,
8,No,"Machines, each of a dry linen capacity exceeding 10 kg",Free,8450.20.00,
41,..,Parts,5%,8450.90.00,
,,"MACHINERY (OTHER THAN MACHINES OF 8450) FOR WASHING, CLEANING, WRINGING, DRYING, IRONING, PRESSING (INCLUDING FUSING PRESSES), BLEACHING, DYEING, DRESSING, FINISHING, COATING OR IMPREGNATING TEXTILE YARNS, FABRICS OR MADE UP TEXTILE ARTICLES AND MACHINES FOR APPLYING THE PASTE TO THE BASE FABRIC OR OTHER SUPPORT USED IN THE MANUFACTURE OF FLOOR COVERINGS SUCH AS LINOLEUM; MACHINES FOR REELING, UNREELING, FOLDING, CUTTING OR PINKING TEXTILE FABRICS:",,,
11,No,Dry  cleaning machines,Free,8451.10.00,
,,Drying machines:,,,
18,No,Each of a dry linen capacity not exceeding 10 kg,Free,8451.21.00,
14,No,Other,5% DCS:4% DCT:5%,8451.29.00,
,,Ironing machines and presses (including fusing presses),Free,,
15,No,Household type,,,
16,No,Other,,,
22,No,"Washing, bleaching or dyeing machines",Free,,
19,..,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",Free,,
20,No,Other machinery,5% DCS:Free,8451.80.00,
43,..,Parts,5%,8451.90.00,
,,"SEWING MACHINES, OTHER THAN BOOK  SEWING MACHINES OF 8440; FURNITURE, BASES AND COVERS SPECIALLY DESIGNED FOR SEWING MACHINES; SEWING MACHINE NEEDLES:",,,
,,Sewing machines of the household type,Free,,
10,No,Sewing machines,,,
37,No,Overlockers,,,
15,No,Other,,,
,,Other sewing machines:,,,
26,No,Automatic units,Free,,
29,No,Other,Free,,
28,No,Sewing machine needles,Free,,
35,..,"Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines",Free,,
,,"MACHINERY FOR PREPARING, TANNING OR WORKING HIDES, SKINS OR LEATHER OR FOR MAKING OR REPAIRING FOOTWEAR OR OTHER ARTICLES OF HIDES, SKINS OR LEATHER, OTHER THAN SEWING MACHINES:",,,
31,..,"Machinery for preparing, tanning or working hides, skins or leather",Free,,
32,No,Machinery for making or repairing footwear,Free,,
33,..,Other machinery,Free,,
34,..,Parts,Free,,
,,"CONVERTERS, LADLES, INGOT MOULDS AND CASTING MACHINES, OF A KIND USED IN METALLURGY OR IN METAL FOUNDRIES:",,,
1,No,Converters,5% DCS:4% CA:Free DCT:5%,8454.10.00,
2,No,Ingot moulds and ladles,Free,8454.20.00,
3,No,Casting machines,Free,8454.30.00,
4,..,Parts,5% DCS:4% CA:Free DCT:5%,8454.90.00,
,,METAL  ROLLING MILLS AND ROLLS THEREFOR:,,,
5,No,Tube mills,Free,,
,,Other rolling mills:,,,
6,No,Hot or combination hot and cold,Free,,
7,No,Cold,Free,,
8,No,Rolls for rolling mills,Free,,
9,..,Other parts,Free,,
,,"MACHINE  TOOLS FOR WORKING ANY MATERIAL BY REMOVAL OF MATERIAL, BY LASER OR OTHER LIGHT OR PHOTON BEAM, ULTRASONIC, ELECTRO  DISCHARGE, ELECTRO  CHEMICAL, ELECTRON BEAM, IONIC  BEAM OR PLASMA ARC PROCESSES; WATER  JET CUTTING MACHINES:",,,
,,Operated by laser or other light or photon beam processes:,,,
11,No,Operated by laser,Free,,
12,No,Operated by other light or photon beam processes,Free,,
16,No,Operated by ultrasonic processes,Free,,
17,No,Operated by electro  discharge processes,Free,,
13,No,Operated by plasma arc processes,Free,,
49,No,Water  jet cutting machines,Free,8456.50.00,
50,No,Other,Free,,
,,"MACHINING CENTRES, UNIT CONSTRUCTION MACHINES (SINGLE STATION) AND MULTI  STATION TRANSFER MACHINES, FOR WORKING METAL:",,,
14,No,Machining centres,Free,,
15,No,Unit construction machines (single station),Free,,
16,No,Multi  station transfer machines,Free,,
,,LATHES (INCLUDING TURNING CENTRES) FOR REMOVING METAL:,,,
,,Horizontal lathes:,,,
17,No,Numerically controlled,Free,,
18,No,Other,Free,,
,,Other lathes:,,,
19,No,Numerically controlled,Free,,
20,No,Other,Free,,
,,"MACHINE  TOOLS (INCLUDING WAY  TYPE UNIT HEAD MACHINES) FOR DRILLING, BORING, MILLING, THREADING OR TAPPING BY REMOVING METAL, OTHER THAN LATHES (INCLUDING TURNING CENTRES) OF 8458:",,,
21,No,Way  type unit head machines,Free,,
,,Other drilling machines:,,,
22,No,Numerically controlled,Free,,
,,Other:,,8459.29,
23,No,Power operated,Free,,
24,No,Other,5%,8459.29.90,
,,Other boring  milling machines:,,,
25,No,Numerically controlled,Free,,
26,No,Other,Free,,
,,Other boring machines:,,,
30,No,Numerically controlled,Free,,
34,No,Other,Free,,
,,"Milling machines, knee  type:",,,
28,No,Numerically controlled,Free,,
29,No,Other,Free,,
,,Other milling machines:,,,
31,No,Numerically controlled,Free,,
32,No,Other,Free,,
7,No,Other threading or tapping machines,Free,,
,,"MACHINE  TOOLS FOR DEBURRING, SHARPENING, GRINDING, HONING, LAPPING, POLISHING OR OTHERWISE FINISHING METAL OR CERMETS BY MEANS OF GRINDING STONES, ABRASIVES OR POLISHING PRODUCTS, OTHER THAN GEAR CUTTING, GEAR GRINDING OR GEAR FINISHING MACHINES OF 8461:",,,
,,Flat  surface grinding machines:,,,
1,No,Numerically controlled,Free,,
30,No,Other,Free,,
,,Other grinding machines:,,,
34,No,"Centreless grinding machines, numerically controlled",Free,,
35,No,"Other cylindrical grinding machines, numerically controlled",Free,,
36,No,"Other, numerically controlled",Free,,
37,No,Other,Free,,
,,Sharpening (tool or cutter grinding) machines:,,,
12,No,Numerically controlled,Free,,
,,Other:,,8460.39,
13,No,Power operated,Free,,
14,No,Other,5%,8460.39.90,
,,Honing or lapping machines:,,8460.4,
15,No,Power operated,Free,,
16,No,Other,5%,8460.40.90,
38,No,Other,Free,,
,,"MACHINE  TOOLS FOR PLANING, SHAPING, SLOTTING, BROACHING, GEAR CUTTING, GEAR GRINDING OR GEAR FINISHING, SAWING, CUTTING  OFF AND OTHER MACHINE  TOOLS WORKING BY REMOVING METAL OR CERMETS, NOT ELSEWHERE SPECIFIED OR INCLUDED:",,,
20,No,Shaping or slotting machines,Free,,
21,No,Broaching machines,Free,,
22,No,"Gear cutting, gear grinding or gear finishing machines",Free,,
23, No,Sawing or cutting  off machines,Free,,
19,No,Other,Free,,
,,"MACHINETOOLS (INCLUDING PRESSES) FOR WORKING METAL BY FORGING, HAMMERING OR DIE FORGING (EXCLUDING ROLLING MILLS); MACHINETOOLS (INCLUDING PRESSES, SLITTING LINES AND CUTTOLENGTH LINES) FOR WORKING METAL BY BENDING, FOLDING, STRAIGHTENING, FLATTENING, SHEARING, PUNCHING, NOTCHING OR NIBBLING (EXCLUDING DRAWBENCHES); PRESSES FOR WORKING METAL OR METAL CARBIDES, NOT SPECIFIED ABOVE:",,8462,
,,"Hot forming machines for forging, die forging (including presses) and hot hammers:",,8462.1,
,,Closed die forging machines:,,8462.11,
1,No,Power operated,Free,8462.11.10,
2,No,Other,Free,8462.11.90,
,,Other:,,8462.19,
3,No,Power operated,Free,8462.19.10,
4,No,Other,Free,8462.19.90,
,,"Bending, folding, straightening or flattening machines (including press brakes) for flat products:",,84622,
,,Profile forming machines:,,8462.22,
5,No,Numerically controlled or power operated,Free,8462.22.10,
6,No,Other,5%,8462.22.90,
7,No,Numerically controlled press brakes,Free,8462,
8,No,Numerically controlled panel benders,Free,8462.24.00,
9,No,Numerically controlled roll forming machines,Free,8462.25.00,
10,No,"Other numerically controlled bending, folding, straightening or flattening machines",Free,8462.26.00,
,,Other:,,8462.29,
19,No,Power operated,Free,84622910,
20,No,Other,5%,8462.29.90,
,,"Slitting lines, cuttolength lines and other shearing machines (excluding presses) for flat products, other than combined punching and shearing machines:",,8462.3,
,,Slitting lines and cuttolength lines:,,8462.32,
31,No,Numerically controlled or power operated,Free,8462.32.10,
32,No,Other,Free,8462.32.90,
33,No,Numerically controlled shearing machines,Free,8462.33.00,
,,Other:,,8462.39,
38,No,Power operated,Free,8462.39.10,
39,No,Other,Free,8462.39.90,
