"Chapter","Page","Item","Description","Unit","Custom Fee","VAT","Product Type","Agreement details"
"58","3","""5804290020""","Mechanically made lace:-- Of other textile materials","Kg Net","5%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","3","""5804290050""","Mechanically made lace:-- Of other textile materials","Kg Net","5%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","3","""5804290090""","Mechanically made lace:-- Of other textile materials","Kg Net","5%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","3","""5804301010""","LACE IN THE PIECE, HAND-MADE, OF WOOL OR FINE ANIMAL HAIR, OTHER THAN FABRICS OF HEADINGS 60.02 TO 60.06.","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","3","""5804301015""","LACE IN STRIPS OR IN MOTIFS, HAND-MADE, OF WOOL OR FINE ANIMAL HAIR, OTHER THAN FABRICS OF HEADINGS 60.02 TO 60.06.","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","3","""5804301020""","LACE IN THE PIECE, HAND-MADE, OF COTTON, OTHER THAN FABRICS OF HEADINGS 60.02 TO 60.06.","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","4","""5804301030""","LACE IN STRIPS OR IN MOTIFS, HAND-MADE, OF COTTON, OTHER THAN FABRICS OF HEADINGS 60.02 TO 60.06.","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","4","""5804301070""","LACE IN THE PIECE, HAND-MADE, OF MAN-MADE FILAMENTS OR FIBERS, OTHER THAN FABRICS OF HEADINGS 60.02 TO 60.06.","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","4","""5804301090""","LACE IN STRIPS OR IN MOTIFS, HAND-MADE, OF MAN-MADE FILAMENTS OR FIBERS, OTHER THAN FABRICS OF HEADINGS 60.02 TO 60.06.","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","4","""5804309010""","LACE IN THE PIECE, HAND-MADE, OF OTHER TEXTILE MATERIALS, OTHER THAN FABRICS OF HEADINGS 60.02 TO 60.06.","Kg Net","5%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","4","""5804309090""","LACE IN STRIPS OR IN MOTIFS, HAND-MADE, OF OTHER TEXTILE MATERIALS, OTHER THAN FABRICS OF HEADINGS 60.02 TO 60.06.","Kg Net","5%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","4","""5805000010""","Hand-woven tapestries of the type Gobelins, Flanders, Aubusson, Beauvais and the like, and needle-worked tapestries (for example, petit point, cross stitch), whether or not made up.","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","4","""5805000090""","Hand-woven tapestries of the type Gobelins, Flanders, Aubusson, Beauvais and the like, and needle-worked tapestries (for example, petit point, cross stitch), whether or not made up.","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","4","""5806100010""","- woven pile fabrics (including terry towelling and similar terry fabrics) and chenille fabrics","Kg Net","5%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","4","""5806100090""","- woven pile fabrics (including terry towelling and similar terry fabrics) and chenille fabrics","Kg Net","5%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","4","""5806200000""","- Other woven fabrics, containing by weight 5% or more of elastomeric yarn or rubber thread","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","5","""5806310000""","Other woven fabrics:-- Of cotton","Kg Net","5%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","5","""5806320000""","Other woven fabrics:-- Of man-made fibres","Kg Net","5%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","5","""5806390000""","Other woven fabrics:-- Of other textile materials","Kg Net","5%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","5","""5806400010""","- fabrics consisting of warp without weft assembled by means of An adhesive (bolducs)","Kg Net","5%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","5","""5806400090""","- fabrics consisting of warp without weft assembled by means of An adhesive (bolducs)","Kg Net","5%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","5","""5807100000""","- woven","Kg Net","2%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","5","""5807900000""","- Other Labels, badges and similar Articles of textile materials, in the piece, in strips or Cut to Shape or size, not embroidered.","Kg Net","2%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"58","5","""5808100010""","- Braids in the piece","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","5","""5808100020""","- Braids in the piece","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","5","""5808100030""","- Braids in the piece","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","6","""5808100090""","- Braids in the piece","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","6","""5808900010""","- Other","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","6","""5808900020""","- Other","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","6","""5808900030""","- Other","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","6","""5808900090""","- Other","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","6","""5809000010""","Woven fabrics of metal thread and woven fabrics of metallized yarn of heading 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included.","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","6","""5809000020""","Woven fabrics of metal thread and woven fabrics of metallized yarn of heading 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included.","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","6","""5809000030""","Woven fabrics of metal thread and woven fabrics of metallized yarn of heading 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included.","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","6","""5809000040""","Woven fabrics of metal thread and woven fabrics of metallized yarn of heading 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included.","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","6","""5809000050""","Woven fabrics of metal thread and woven fabrics of metallized yarn of heading 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included.","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","7","""5809000090""","Woven fabrics of metal thread and woven fabrics of metallized yarn of heading 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included.","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","7","""5810101000""","N/A","N/A","N/A","N/A","N/A","N/A"
"58","7","""5810109010""","EMBROIDERIES WITHOUT VISIBLE GROUND (CHEMICAL, ARIAL OR GROUND CUT), IN THE PIECE","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","7","""5810109090""","EMBROIDERIES WITHOUT VISIBLE GROUND (CHEMICAL, ARIAL OR GROUND CUT), IN STRIPS OR IN MOTIFS.","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","7","""5810910010""","Other embroidery:-- Of cotton","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","7","""5810910090""","Other embroidery:-- Of cotton","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","7","""5810920010""","Other embroidery:-- Of man-made fibres","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","7","""5810920090""","Other embroidery:-- Of man-made fibres","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","7","""5810990010""","Other embroidery:-- Of other textile materials","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","7","""5810990020""","Other embroidery:-- Of other textile materials","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","8","""5810990050""","Other embroidery:-- Of other textile materials","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","8","""5810990090""","Other embroidery:-- Of other textile materials","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"58","8","""5811000000""","Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, other than embroidery of heading 58.10.","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","1","""5901100000""","- textile fabrics Coated With Gum or amylaceous substances, of a kind used for the outer covers of books or the like","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","1","""5901901000""","N/A","N/A","N/A","N/A","N/A","N/A"
"59","1","""5901909000""","N/A","N/A","N/A","N/A","N/A","N/A"
"59","1","""5902100000""","- of nylon or Other polyamides","Kg Net","5%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","1","""5902200000""","- of polyesters","Kg Net","5%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","1","""5902900000""","- of  viscose rayon","Kg Net","5%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"59","1","""5903100010""","- With poly(vinyl chloride)","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","1","""5903100090""","- With poly(vinyl chloride)","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","1","""5903200010""","- With polyurethane","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","1","""5903200090""","- With polyurethane","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","2","""5903900010""","- Other","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","2","""5903900050""","- Other","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","2","""5903900090""","- Other","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","2","""5904100000""","- Linoleum","Square Meter","20%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","2","""5904900000""","- Other","Square Meter","20%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","2","""5905000000""","Textile wall coverings.","Square Meter","20%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","2","""5906100000""","- Adhesive tape of a width not exceeding 20 cm","Kg Net","20%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","2","""5906910000""","Other:-- Knitted or crocheted","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","2","""5906990000""","Other:-- Other","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","2","""5907000010""","Textile fabrics otherwise impregnated, coated or covered, painted canvas being theatrical scenery, studio back-cloths or the like.","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","3","""5907000090""","Textile fabrics otherwise impregnated, coated or covered, painted canvas being theatrical scenery, studio back-cloths or the like.","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","3","""5908000010""","Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like, incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated.","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","3","""5908000090""","Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like, incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated.","Kg Net","10%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","3","""5909000010""","Textile hosepiping and similar textile tubing, with or without lining, armour or accessories of other materials.","Kg Net","10%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","3","""5909000090""","Textile hosepiping and similar textile tubing, with or without lining, armour or accessories of other materials.","Kg Net","10%","VAT...14% from the value + customs fees","Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","3","""5910000010""","Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material.","Kg Net","5%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"59","3","""5910000090""","Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material.","Kg Net","5%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"59","3","""5911100010""","- textile fabrics, Felt and Felt-lined woven fabrics, Coated, covered or laminated With Rubber, leather or Other material, of a kind used for card clothing, and similar fabrics of a kind used for Other technical purposes, including narrow fabrics made of velvet impregnated With Rubber, for covering weaving spindles (weaving beams)","Kg Net","5%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"59","3","""5911100090""","- textile fabrics, Felt and Felt-lined woven fabrics, Coated, covered or laminated With Rubber, leather or Other material, of a kind used for card clothing, and similar fabrics of a kind used for Other technical purposes, including narrow fabrics made of velvet impregnated With Rubber, for covering weaving spindles (weaving beams)","Kg Net","5%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"59","3","""5911200000""","- Bolting cloth, whether or not made up","Kg Net","5%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"59","4","""5911310000""","Textile fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines (for example, for pulp or asbestos-cement):-- Weighing less than 650 g/m²","Kg Net","5%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"59","4","""5911320000""","Textile fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines (for example, for pulp or asbestos-cement):-- Weighing 650 g/m² or more","Kg Net","5%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","4","""5911400000""","Textile fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines (for example, for pulp or asbestos-cement):- Straining cloth of a kind used in oil presses or the like, including that of human hair","Kg Net","5%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"59","4","""5911900000""","Textile fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines (for example, for pulp or asbestos-cement):- Other","Kg Net","5%","VAT...14% from the value + customs fees","Intermediate goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","1","""6001100010""","- Long pile fabrics","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","1","""6001100020""","- Long pile fabrics","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","1","""6001100030""","- Long pile fabrics","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","1","""6001100040""","- Long pile fabrics","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","1","""6001100090""","- Long pile fabrics","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","1","""6001210000""","Looped pile fabrics:-- Of cotton","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","1","""6001220000""","Looped pile fabrics:-- Of man-made fibres","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","1","""6001290000""","Looped pile fabrics:-- Of other textile materials","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","1","""6001910000""","Other (Except LONG PILE FABRICS):-- Of cotton","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","1","""6001920000""","Other (Except LONG PILE FABRICS):-- Of man-made fibres","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","2","""6001990000""","Other (Except LONG PILE FABRICS)::-- Of other textile materials","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","2","""6002400000""","- Containing by weight 5% or more of elastomeric yarn but not containing rubber thread,other than those of heading 60.01","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"60","2","""6002900000""","- Containing by weight 5% or more of rubber  yarn but not containing rubber thread,other than those of heading 60.01","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"60","2","""6003100000""","- of wool or Fine Animal hair","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"60","2","""6003200000""","- of cotton","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"60","2","""6003300000""","- of synthetic fibres","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"60","2","""6003400000""","- of Artificial fibres","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"60","2","""6003900000""","- Other","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"60","2","""6004100000""","- Containing by weight 5% or more of elastomeric yarn but not containing rubber thread","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"60","2","""6004900000""","- Containing by weight 5% or more of rubber yarn but not containing rubber thread","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","3","""6005210000""","Of cotton:-- Unbleached or bleached","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","3","""6005220000""","Of cotton:-- Dyed","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
