Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
,,,,,RCEP 4
,,,,,1/2025 3.7
,01J,kg,Ring-type grinders of a kind used in laboratories,,
,09D,kg,Other,,
8474.9,,,Parts:,,
8474.90.01,00C,.,Of machines for forming foundry moulds of sand,Free,Free
8474.90.09,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01B,.,Of ring-type grinders of a kind used in laboratories,,
,09H,.,Other,,
84.75,,,"Machines for assembling electric or electronic lamps, tubes or valves",,
,,,"or flashbulbs, in glass envelopes; machines for manufacturing or hot",,
,,,working glass or glassware:,,
8475.10.00,00F,.,"Machines for assembling electric or electronic lamps, tubes or valves",,
,,,"or flashbulbs, in glass envelopes",Free,Free
,,,Machines for manufacturing or hot working glass or glassware:,,
8475.21.00,00D,.,Machines for making optical fibres and preforms thereof,Free,Free
8475.29.00,10H,.,Other,Free,Free
8475.90.00,10B,.,Parts,Free,Free
84.76,,,"Automatic goods-vending machines (for example, postage stamp,",,
,,,"cigarette, food or beverage machines), including money-changing",,
,,,machines:,,
,,,Automatic beverage-vending machines:,,
8476.21.00,,,Incorporating heating or refrigerating devices,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,,,Refrigerated beverage-vending machines:,,
,,,Containing hydrofluorocarbons:,,
,10K,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,12F,No.,Containing R-404A,,
,14B,No.,Containing R407F,,
,16J,No.,Containing R448A or R449A,,
,18E,No.,Other,,
,19C,.,Other,,
,29L,.,Other,,
8476.29.00,00J,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,Other machines:,,
8476.81.00,,,Incorporating heating or refrigerating devices,5,Free
,,,,,*See Below
,,,,,CA Free
,,,Containing hydrofluorocarbons:,,
,10A,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,15B,No.,Containing R-404A,,
,16L,No.,Containing R407F,,
,18G,No.,Containing R448A or R449A,,
,20J,No.,Other,,
,30F,.,Other,,
,,,Other:,,
8476.89.10,00F,.,Money changing machines,Free,Free
,,,"Automatic goods-vending machines (for example, etc.continued",,
,,,Other machinescontinued,,
,,,Othercontinued,,
8476.89.90,00K,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8476.9,,,Parts:,,
8476.90.10,00J,.,Of money changing machines,Free,Free
8476.90.90,00B,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
84.77,,,Machinery for working rubber or plastics or for the manufacture of,,
,,,"products from these materials, not specified or included elsewhere in",,
,,,this Chapter:,,
8477.1,,,Injection-moulding machines:,,
8477.10.10,,,Encapsulating equipment for assembly of semiconductors,Free,Free
,10E,No.,Plastics injection-moulding,,
,19J,.,Other,,
8477.10.90,,,Other,5,Free
,,,,,*See Below
,,,,,CA 2
,,,,,RCEP 5
,,,,,1/2025 5
,10J,No.,Plastics injection-moulding,,
,19B,.,Other,,
8477.20.00,,,Extruders,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10C,No.,Plastics extrusion machines,,
,19G,.,Other,,
8477.30.00,10G,No.,Blow moulding machines,5,Free
,,,,,*See Below
,,,,,CA 2
,,,,,RCEP 4
,,,,,1/2025 3.7
8477.40.00,10L,.,Vacuum moulding machines and other thermoforming machines,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Other machinery for moulding or otherwise forming:,,
8477.51.00,00A,.,For moulding or retreading pneumatic tyres or for moulding or,,
,,,otherwise forming inner tubes,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
8477.59.00,10E,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8477.80.00,15F,.,Other machinery,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8477.9,,,Parts:,,
8477.90.01,10E,.,Dies for extruding plastics,Free,Free
,,,Of plastics injection and blow moulding machines:,,
8477.90.10,00G,.,Of encapsulation equipment,Free,Free
,,,"Machinery for working rubber or plastics or for the, etc.continued",,
,,,Partscontinued,,
,,,Of plastics injection and blow moulding machinescontinued,,
8477.90.15,00J,.,Other,5,Free
,,,,,*See Below
,,,,,CA 2
,,,,,RCEP 3.5
,,,,,1/2025 3
8477.90.19,15B,.,Other,5,Free
,,,,,*See Below
,,,,,CA 2
,,,,,RCEP 3.5
,,,,,1/2025 3
84.78,,,"Machinery for preparing or making up tobacco, not specified or",,
,,,included elsewhere in this Chapter:,,
8478.10.00,00L,No.,Machinery,5,Free
,,,,,*See Below
,,,,,CA 2
,,,,,RCEP 3.5
,,,,,1/2025 3
8478.90.00,00K,No.,Parts,5,Free
,,,,,*See Below
,,,,,CA 2
,,,,,RCEP 4
,,,,,1/2025 3.7
84.79,,,"Machines and mechanical appliances having individual functions, not",,
,,,specified or included elsewhere in this Chapter:,,
8479.10.00,00J,.,"Machinery for public works, building or the like",5,Free
,,,,,*See Below
,,,,,CA 2
,,,,,RCEP 3.5
,,,,,1/2025 3
8479.2,,,Machinery for the extraction or preparation of animal or fixed vegetable,,
,,,or microbial fats or oils:,,
8479.20.01,00J,.,For the extraction or preparation of animal or fixed vegetable fats or oils,5,Free
,,,,,*See Below
,,,,,CA 2
,,,,,RCEP 4
,,,,,1/2025 3.7
8479.20.05,00D,.,Other,Free,Free
8479.30.00,00F,.,Presses for the manufacture of particle board or fibre building board of,,
,,,wood or other ligneous materials and other machinery for treating wood,,
,,,or cork,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
8479.40.00,00K,.,Rope or cable-making machines,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
8479.50.20,,,"Industrial robots, not elsewhere specified or included",Free,Free
,10A,No.,"For treating metal, including electric wire coil-winders",,
,15B,kg,"Mixing, kneading, crushing, grinding, screening, sifting,",,
,,,"homogenising, emulsifying or stirring machines",,
,19E,No.,Other,,
8479.60.00,00G,No.,Evaporative air coolers,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,,,Passenger boarding bridges:,,
8479.71.00,00E,No.,Of a kind used in airports,Free,Free
8479.79.00,00A,No.,Other,Free,Free
,,,Other machines and mechanical appliances:,,
8479.81.00,10F,No.,"For treating metal, including electric wire coil-winders",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,"Machines and mechanical appliances having, etc.continued",,
,,,Other machines and mechanical appliancescontinued,,
8479.82.00,00C,kg,"Mixing, kneading, crushing, grinding, screening, sifting,",,
,,,"homogenising, emulsifying or stirring machines",5,Free
,,,,,*See Below
,,,,,CA Free
8479.83.00,00H,No.,Cold isostatic presses,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8479.89,,,Other:,,
8479.89.10,00L,No.,Plasma cleaner machines that remove organic contaminants from,,
,,,electron microscopy specimen holders,Free,Free
8479.89.90,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,01B,kg,Under-water blow pipes,,
,05E,kg,"Apparatus for cutting or piercing rock or concrete, by burning",,
,,,iron or steel in a jet of oxygen,,
,09H,No.,"Sanitary units, water flushing, or chemical recirculating",,
,11K,No.,Vats and other vessels fitted with mechanical devices,,
,13F,No.,Motor vehicle assembly jigs,,
,,,Dehumidifiers:,,
,,,Containing hydrofluorocarbons:,,
,15B,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,
,17J,No.,Other,,
,19E,No.,Other,,
,21G,No.,Tablet or pill making presses,,
,30F,No.,Other,,
8479.9,,,Parts:,,
8479.90.01,00D,.,Of under-water blow pipes; of apparatus for cutting or piercing rock or,,
,,,"concrete, by burning iron or steel in a jet of oxygen",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
8479.90.09,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01C,.,"Of sanitary units, water flushing, or chemical recirculating",,
,09J,.,Of vats and other vessels fitted with mechanical devices,,
,40D,.,Other,,
84.8,,,Moulding boxes for metal foundry; mould bases; moulding patterns;,,
,,,"moulds for metal (other than ingot moulds), metal carbides, glass,",,
,,,"mineral materials, rubber or plastics:",,
8480.10.00,00B,.,Moulding boxes for metal foundry,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
8480.20.00,00F,.,Mould bases,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8480.3,,,Moulding patterns:,,
8480.30.01,00F,No.,Of plastics,5,Free
,,,,,*See Below
,,,,,CA Free
8480.30.09,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,01E,.,Of aluminium,,
,09L,.,Of copper,,
,11B,.,Of iron or steel,,
,19H,.,Other,,
,,,"Moulding boxes for metal foundry; mould bases;, etc.continued",,
,,,Moulds for metal or metal carbides:,,
8480.41.00,00H,.,Injection or compression types,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
8480.49.00,00D,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
8480.50.00,00G,.,Moulds for glass,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8480.60.00,00L,.,Moulds for mineral materials,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Moulds for rubber or plastics:,,
8480.71,,,Injection or compression types:,,
8480.71.01,10B,No.,For plastics,Free,Free
8480.71.09,10C,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
8480.79,,,Other:,,
8480.79.01,,,For plastics,Free,Free
,01K,No.,Blow moulds,,
,09E,No.,Other,,
8480.79.09,00B,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
84.81,,,"Taps, cocks, valves and similar appliances for pipes, boiler shells,",,
,,,"tanks, vats or the like, including pressure-reducing valves and",,
,,,thermostatically controlled valves:,,
8481.10.00,00L,No.,Pressure-reducing valves,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
8481.20.00,00D,No.,Valves for oleohydraulic or pneumatic transmissions,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
8481.30.00,00H,No.,Check (nonreturn) valves,5,Free
,,,,,*See Below
,,,,,CA 1
8481.40.00,00A,No.,Safety or relief valves,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 3.5
,,,,,1/2025 3
8481.8,,,Other appliances:,,
8481.80.01,00B,.,"Taps, cocks and valves for motor vehicles, other than engine valves",Free,Free
8481.80.09,00C,.,Valves for pneumatic tyres and tubes,Free,Free
8481.80.11,00H,.,"Petrol dispensing nozzles, automatic shut-off type, other than of",,
,,,copper alloy,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 5
,,,,,1/2025 5
,,,"Taps, cocks, valves and similar appliances for, etc.continued",,
,,,Other appliancescontinued,,
8481.80.19,,,Other,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,CPT Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,01G,No.,Aerosol valves,,
,09B,No.,Air control or pneumatic valves,,
,11D,No.,Air relief valves,,
,19K,No.,Anti-vacuum valves or vacuum breakers,,
,21A,No.,Automatic process control valves,,
,29G,No.,Ball or spherical plug valves,,
,31J,No.,Ball float or level control valves,,
,39D,No.,Butterfly valves,,
,41F,No.,Diaphragm valves,,
,49A,No.,Gate valves,,
,51C,No.,"Globe, stop, piston, angle, radiator and needle valves",,
,59J,No.,Hydraulic or flow control valves,,
,61L,No.,Pinch valves,,
,69F,No.,Plug cocks and valves,,
,71H,No.,Quick release couplings,,
,79C,No.,Refrigeration valves,,
,81E,No.,Solenoid valves,,
,89L,No.,Steam traps,,
,91B,No.,"Taps, cocks and valves for use as water plumbing fittings",,
,95E,No.,Thermostatic and thermoscopic mixing valves,,
,99H,No.,Other,,
8481.9,,,Parts:,,
8481.90.01,00F,.,"Of taps, cocks and valves for motor vehicles, other than of",,
,,,engine valves,Free,Free
8481.90.09,00G,.,Of valves for pneumatic tyres and tubes,Free,Free
8481.90.11,00A,.,"Of petrol dispensing nozzles, automatic shut-off type, other than of",,
,,,copper alloy,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 5
,,,,,1/2025 5
8481.90.19,,,Other,5,Free
,,,,,*See Below
,,,,,CA 1
,,,,,RCEP 5
,,,,,1/2025 5
,01L,.,Of aerosol valves,,
,05C,.,Of air control or pneumatic valves,,
,09F,.,Of air relief valves,,
,11H,.,Of anti-vacuum valves or vacuum breakers,,
,15L,.,Of automatic process control valves,,
,19C,.,Of ball or spherical plug valves,,
,21E,.,Of ball float or level control valves,,
,25H,.,Of butterfly valves,,
,29L,.,Of check valves,,
,31B,.,Of diaphragm valves,,
,35E,.,Of gate valves,,
,39H,.,"Of globe, stop, piston, angle, radiator and needle valves",,
,41K,.,Of hydraulic or flow control valves,,
,45B,.,Of pinch valves,,
,49E,.,Of plug cocks and valves,,
,51G,.,Of pressure control and regulating valves,,
,55K,.,Of quick release couplings,,
,59B,.,Of refrigeration valves,,
,61D,.,Of relief and safety valves,,
,65G,.,Of solenoid valves,,
,69K,.,Of steam traps,,
,71A,.,"Of taps, cocks and valves for use as water plumbing fittings",,
,79G,.,Of thermostatic and thermoscopic mixing valves,,
,89D,.,Other,,
84.82,,,Ball or roller bearings:,,
8482.10.00,00J,.,Ball bearings,Free Free,
8482.20.00,00B,.,"Tapered roller bearings, including cone and tapered roller assemblies",Free Free,
8482.30.00,00F,.,Spherical roller bearings,Free Free,
8482.40.00,00K,.,"Needle roller bearings, including cage and needle roller assemblies",Free Free,
8482.50.00,00C,.,"Other cylindrical roller bearings, including cage and roller assemblies",Free Free,
8482.80.00,00D,.,"Other, including combined ball/roller bearings",Free Free,
,,,Parts:,,
8482.91.00,00B,.,"Balls, needles and rollers",Free Free,
8482.99.00,00J,.,Other,Free Free,
84.83,,,Transmission shafts (including cam shafts and crank shafts) and,,
,,,cranks; bearing housings and plain shaft bearings; gears and gearing;,,
,,,"ball or roller screws; gear boxes and other speed changers, including",,
,,,"torque converters; flywheels and pulleys, including pulley blocks;",,
,,,clutches and shaft couplings (including universal joints):,,
8483.1,,,Transmission shafts (including cam shafts and crank shafts) and cranks:,,
8483.10.01,00C,.,Crank shafts and cam shafts for internal combustion engines,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
,,,Other:,,
8483.10.11,00J,.,Designed for use solely or principally with a particular machine or,,
,,,appliance,The rate applicable,
,,,,to the machine or,
,,,,appliance for which,
,,,,the article has been,
,,,,designed,
8483.10.19,,,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
,01H,No.,Power take-off shafts,,
,09C,.,Other,,
8483.2,,,"Bearing housings, incorporating ball or roller bearings:",,
8483.20.01,00G,.,Designed for use solely or principally with a particular machine or,,
,,,appliance,The rate applicable,
,,,,to the machine or,
,,,,appliance for which,
,,,,the article has been,
,,,,designed,
8483.20.09,00H,.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
8483.3,,,"Bearing housings, not incorporating ball or roller bearings; plain shaft",,
,,,bearings:,,
8483.30.01,00L,.,Designed for use solely or principally with a particular machine or,,
,,,appliance,The rate applicable,
,,,,to the machine or,
,,,,appliance for which,
,,,,the article has been,
,,,,designed,
8483.30.09,00A,.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 5,
,,,,1/2025 5,
8483.4,,,"Gears and gearing, other than toothed wheels, chain sprockets and other",,
,,,transmission elements presented separately; ball or roller screws; gear,,
,,,"boxes and other speed changers, including torque converters:",,
,,,Designed for use solely or principally with a particular machine or,,
,,,appliance:,,
,,,"Transmission shafts (including cam shafts and crank, etc.continued",,
,,,"Gears and gearing, other than toothed wheels, chain, etc.continued",,
,,,"Designed for use solely or principally with a, etc.continued",,
8483.40.10,00C,.,Roller screws,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
8483.40.20,00J,.,Other,The rate applicable,
,,,,to the machine or,
,,,,appliance for which,
,,,,the article has been,
,,,,designed,
8483.40.90,,,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
,01E,.,Roller screws,,
,09L,.,Other,,
8483.5,,,"Flywheels and pulleys, including pulley blocks:",,
8483.50.01,00H,No.,Pulley blocks,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
,,,Other:,,
8483.50.11,00C,.,Designed for use solely or principally with a particular machine,,
,,,or appliance,The rate applicable,
,,,,to the machine or,
,,,,appliance for which,
,,,,the article has been,
,,,,designed,
8483.50.19,,,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
,01B,.,Cast iron vee pulleys,,
,09H,.,Other,,
8483.6,,,Clutches and shaft couplings (including universal joints):,,
8483.60.01,00A,.,Designed for use solely or principally with a particular machine or,,
,,,appliance,The rate applicable,
,,,,to the machine or,
,,,,appliance for which,
,,,,the article has been,
,,,,designed,
8483.60.09,00B,.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
8483.9,,,"Toothed wheels, chain sprockets and other transmission elements",,
,,,presented separately; parts:,,
8483.90.01,00B,.,Designed for use solely or principally with a particular machine or,,
,,,appliance,The rate applicable,
,,,,to the machine or,
,,,,appliance for which,
,,,,the article has been,
,,,,designed,
8483.90.09,00C,.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 5,
,,,,1/2025 5,
84.84,,,Gaskets and similar joints of metal sheeting combined with other,,
,,,material or of two or more layers of metal; sets or assortments of,,
,,,"gaskets and similar joints, dissimilar in composition, put up in",,
,,,"pouches, envelopes or similar packings; mechanical seals:",,
8484.10.00,00E,.,Gaskets and similar joints of metal sheeting combined with other,,
,,,material or of two or more layers of metal,Free,Free
8484.20.00,00J,.,Mechanical seals,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8484.90.00,00D,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
84.85,,,Machines for additive manufacturing:,,
8485.10.01,00K,No.,By metal deposit,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8485.20.00,00G,No.,By plastic or rubber deposit,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8485.3,,,"By plaster, cement, ceramics or glass deposit:",,
8485.30.01,00G,No.,By glass deposit,Free,Free
8485.30.05,00B,No.,"By plaster, cement or ceramics deposit",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
8485.8,,,Other:,,
8485.80.01,00E,No.,By paper pulp deposit,Free,Free
8485.80.05,00L,No.,"By wood, bone or similar hard material deposit",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
8485.80.09,00F,No.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
8485.9,,,Parts:,,
8485.90.02,00E,.,Of a kind designed for machines that deposit metal,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8485.90.05,00D,.,Of a kind designed for machines that deposit plastic or rubber,5,Free
,,,,,*See Below
,,,,,CA 2
,,,,,RCEP 3.5
,,,,,1/2025 3
8485.90.07,00G,.,Of a kind designed for machines that deposit glass,Free,Free
8485.90.10,00H,.,"Of a kind designed for machines that deposit plaster, cement or ceramics",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8485.90.12,00L,.,Of a kind designed for machines that deposit paper pulp,Free,Free
8485.90.14,00C,.," Of a kind designed for machines that deposit wood, bone or similar",,
,,,hard materials,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,,,Machines for additive manufacturingcontinued,,
,,,Partscontinued,,
8485.90.16,00F,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
84.86,,,Machines and apparatus of a kind used solely or principally for the,,
,,,"manufacture of semiconductor boules or wafers, semiconductor",,
,,,"devices, electronic integrated circuits or flat panel displays; machines or",,
,,,apparatus specified in Note 11 (C) to this Chapter; parts and accessories:,,
8486.1,,,Machines and apparatus for the manufacture of boules or wafers:,,
8486.10.10,00G,No.,"Centrifuges, including centrifugal dryers",Free,Free
,,,Machine-tools for working semiconductor material:,,
8486.10.25,00D,kg,"By removal of material, by laser or other light or photon beam,",,
,,,"electro-chemical, electron beam, ionic beam or plasma arc processes",Free,Free
8486.10.29,00K,kg,Other,Free,Free
,,,Machines and apparatus for the treatment of semiconductor materials,,
,,,by a process involving a change of temperature:,,
8486.10.39,00E,.,Furnaces and ovens,Free,Free
8486.10.49,00L,.,Other,Free,Free
,,,Other machines and apparatus:,,
,,,Mechanical appliances:,,
8486.10.51,00E,No.,Apparatus for physical deposition by sputtering on semiconductor,,
,,,wafers,Free,Free
8486.10.55,00L,No.,Electro-mechanical tools for working in the hand,Free,Free
8486.10.60,00D,No.,Other,Free,Free
,,,Other:,,
8486.10.61,00L,.,Apparatus for growing or pulling monocrystal semiconductor,,
,,,boules,Free,Free
8486.10.63,00C,.,Apparatus for physical deposition by sputtering on semiconductor,,
,,,wafers,Free,Free
8486.10.65,00F,.,Epitaxial deposition machines for semiconductor wafers,Free,Free
8486.10.67,00J,.,Spinners for coating photographic emulsions or semiconductor,,
,,,wafers,Free,Free
8486.10.90,00L,.,Other,Free,Free
8486.2,,,Machines and apparatus for the manufacture of semiconductor devices,,
,,,or of electronic integrated circuits:,,
8486.20.10,00L,No.,"Centrifuges, including centrifugal dryers",Free,Free
8486.20.17,00E,.,"Spraying appliances for etching, stripping or cleaning, and the like",Free,Free
,,,Machine-tools for working semiconductor material:,,
,,,"By removal of material, by laser or other light or photon beam,",,
,,,"electro-chemical, electron beam or plasma arc processes:",,
8486.20.23,,,For dry-etching patterns on semiconductor materials,Free,Free
,,,"For working mineral materials, electro-chemical machine-tools:",,
,10B,kg,Electro-chemical machine-tools,,
,15C,kg,Other,,
,,,Other:,,
,,,For working metal or metal carbides:,,
,19F,kg,Operated by electro-erosion or other electric or electronic,,
,,,process,,
,25L,kg,Other,,
,29C,kg,Other,,
8486.20.33,00L,kg,Other,Free,Free
8486.20.43,00F,kg,"By bending, folding, straightening or flattening",Free,Free
8486.20.51,00J,kg,"By stapling, glueing or otherwise assembling",Free,Free
8486.20.53,00A,kg,Other,Free,Free
,,,"Machinery for working rubber or plastics, suitable for use solely or",,
,,,principally in the manufacture of semiconductor devices or of,,
,,,electronic circuits:,,
8486.20.57,00G,No.,Blow moulding machines,Free,Free
8486.20.63,00G,.,Other,Free,Free
,,,"Machines and apparatus of a kind used solely or, etc.continued",,
,,,"Machines and apparatus for the manufacture of, etc.continued",,
,,,Machines and apparatus for the treatment of semiconductor materials,,
,,,by a process involving a change of temperature:,,
8486.20.67,00B,.,Furnaces and ovens,Free,Free
8486.20.71,00K,.,Other,Free,Free
8486.20.73,,,Apparatus for the projection or drawing of circuit patterns on sensitised,,
,,,semiconductor materials,Free,Free
,10K,.,Direct write-on-wafer apparatus,,
,19C,.,Step and repeat aligners,,
,29L,.,Other,,
8486.20.75,00E,.,Ion implanters for doping semiconductor materials,Free,Free
8486.20.79,00L,.,Electric welding machines and apparatus; electric machines for hot,,
,,,spraying of metals or cermets,Free,Free
,,,Other machines and apparatus:,,
,,,Mechanical appliances:,,
8486.20.81,00E,.,"Apparatus wet etching, developing, stripping or cleaning",,
,,,semiconductor wafers or flat panel displays,Free,Free
8486.20.83,00H,.,Electro-mechanical tools for working in the hand,Free,Free
8486.20.85,00L,.,"Die attach apparatus, tape automated bonders, and wire bonders,",,
,,,for assembly of semiconductors,Free,Free
8486.20.87,00C,.,Encapsulation equipment for assembly of semiconductors,Free,Free
8486.20.89,00F,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
8486.20.99,00A,.,Other,Free,Free
8486.3,,,Machines and apparatus for the manufacture of flat panel displays:,,
8486.30.10,00D,No.,"Centrifuges, including centrifugal dryers",Free,Free
8486.30.17,00J,.,"Spraying appliances for etching, developing, stripping or cleaning,",,
,,,and the like,Free,Free
,,,Machine-tools for working material:,,
8486.30.27,00D,.,"By removal of material, by laser or other light or photon beam,",,
,,,"ultrasonic, electro–discharge, electro–chemical, electron beam,",,
,,,ionic–beam or plasma arc processes,Free,Free
8486.30.31,00A,kg,Other,Free,Free
8486.30.35,00G,No.,Industrial robots,Free,Free
8486.30.39,00B,.,Photographic apparatus and equipment,Free,Free
,,,Other machines and apparatus:,,
,,,Mechanical appliances:,,
8486.30.41,00G,No.,Vacuum pumps of a kind used solely or principally for the,,
,,,manufacture of semiconductors or flat panel displays,Free,Free
8486.30.45,00B,No.,Other,Free,Free
8486.30.49,00H,.,Other,Free,Free
8486.4,,,Machines and apparatus specified in Note 11 (C) to this Chapter:,,
,,,"Lifting, handling, loading or unloading machinery:",,
8486.40.03,00A,.,"Automated machines for transport, handling or storage of",,
,,,"semiconductor wafers, wafer cassettes, wafer boxes or other material",,
,,,for semiconductor devices,Free,Free
8486.40.07,00G,.,Automated electronic component placement machines of a kind used,,
,,,solely or principally for the manufacture of printed circuit assemblies,Free,Free
8486.40.17,00B,.,Other,Free,Free
,,,"Machines and apparatus for soldering, brazing or welding; machines",,
,,,and apparatus for hot spraying of metals or cermets:,,
8486.40.23,00B,No.,For resistance welding,Free,Free
8486.40.33,00H,No.,Other,Free,Free
8486.40.37,00C,.,Microscopes; diffraction apparatus,Free,Free
8486.40.41,00L,.,"Drawing, marking-out or mathematical calculating instruments",Free,Free
,,,"Machines and apparatus of a kind used solely or, etc.continued",,
,,,"Machines and apparatus specified in Note 11 (C), etc.continued",,
,,,Machines and apparatus for working rubber or plastics:,,
8486.40.45,00F,.,Injection–moulding machines,Free,Free
8486.40.49,00A,.,Other,Free,Free
,,,Injection or compression type moulds for rubber or plastics:,,
8486.40.51,00F,No.,For plastics,Free,Free
8486.40.57,00D,.,Other,Free,Free
,,,Machine-tools for working other materials:,,
8486.40.61,00A,kg,"By removal of material, by electro–chemical, electron beam, ionic",,
,,,beam or plasma arc processes,Free,Free
8486.40.65,00G,kg,Other,Free,Free
,,,Other machines and apparatus:,,
8486.40.69,00B,No.,Mechanical appliances,Free,Free
8486.40.79,00H,.,Other,Free,Free
8486.9,,,Parts and accessories:,,
8486.90.07,00E,.,Of apparatus for the projection or drawing of circuit patterns and other,,
