Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
,,,,to the apparatus for which,
,,,,the parts or accessories,
,,,,have been designed,
,,,,AAN Free,
,,,,TW Free,
9620.00.35,00A,.,"Of a type constituting parts of goods of Chapter 84, not elsewhere",,
,,,specified or included,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
9620.00.37,00D,.,"For machines, appliances, instruments or apparatus of Chapter 90,",,
,,,not specified or included elsewhere,The rate applicable,
,,,,to the apparatus for which,
,,,,the parts or accessories,
,,,,have been designed,
,,,,AAN Free,
,,,,TW Free,
9620.00.39,00G,.,Other,Free Free,
,,,Of iron or steel,,
9620.00.40,00E,.,For use with machinery of heading 84.28,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
,,,"Monopods, bipods, tripods and similar articlescontinued",,
,,,Of iron or steelcontinued,,
9620.00.41,00A,.,Of a type for use with: machines of heading 84.71; television cameras;,,
,,,the apparatus of heading 90.05; photographic cameras of 90.06;,,
,,,cinematographic cameras; surveying (including photogrammetrical,,
,,,"surveying), hydrographic, oceanographic, hydrological, meteorological",,
,,,or geophysical instruments and appliances; or musical instruments of,,
,,,Chapter 92,Free Free,
9620.00.43,00D,.,For use solely or principally with the apparatus of heading 85.19,,
,,,or 85.21,The rate applicable,
,,,,to the apparatus for which,
,,,,the parts or accessories,
,,,,have been designed,
9620.00.45,00G,.,"Of a type constituting parts of goods of Chapter 84, not elsewhere",,
,,,specified or included,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
9620.00.47,00K,.,"For machines, appliances, instruments or apparatus of Chapter 90,",,
,,,not specified or included elsewhere,The rate applicable,
,,,,to the apparatus for which,
,,,,the parts or accessories,
,,,,have been designed,
,,,,AAN Free,
,,,,TW Free,
9620.00.49,00B,.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,CPT Free,
,,,,RCEP 4,
,,,,1/2025 3.7,
,,,Of aluminium,,
9620.00.50,00L,.,For use with machinery of heading 84.28,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
9620.00.51,00G,.,Of a type for use with: machines of heading 84.71; television cameras;,,
,,,the apparatus of heading 90.05; photographic cameras of 90.06;,,
,,,cinematographic cameras; surveying (including photogrammetrical,,
,,,"surveying), hydrographic, oceanographic, hydrological, meteorological",,
,,,or geophysical instruments and appliances; or musical instruments of,,
,,,Chapter 92,Free Free,
9620.00.53,00K,.,For use solely or principally with the apparatus of heading 85.19,,
,,,or 85.21,The rate applicable,
,,,,to the apparatus for which,
,,,,the parts or accessories,
,,,,have been designed,
9620.00.55,00B,.,"Of a type constituting parts of goods of Chapter 84, not elsewhere",,
,,,specified or included,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
9620.00.57,00E,.,"For machines, appliances, instruments or apparatus of Chapter 90,",,
,,,not specified or included elsewhere,The rate applicable,
,,,,to the apparatus for which,
,,,,the parts or accessories,
,,,,have been designed,
,,,,AAN Free,
,,,,TW Free,
9620.00.59,00H,.,Other,5 Free,
,,,,*See Below,
,,,,CA Free,
,,,,CPT Free,
,,,,RCEP 3.5,
,,,,1/2025 3,
